Invoice_Text,Category
Debit note for freight charges Rs 376540,Debit Note
Credit note for cancelled order Rs 99148,Credit Note
GST refund received Rs 210576,GST Refund
Monthly GST tax payment Rs 188030,GST Payment
GST refund from department Rs 115474,GST Refund
Director remuneration Rs 464448,Reverse Charge
Healthcare exempt supply Rs 87447,Exempt Supply
Credit note issued against damaged goods Rs 174287,Credit Note
Raw material imported from Japan Rs 175729,Import
Advocate service payment Rs 177422,Reverse Charge
Export software service to Canada Rs 76866,Export
Debit note for transport expenses Rs 113959,Debit Note
Debit note for transport expenses Rs 290218,Debit Note
Debit note for transport expenses Rs 464785,Debit Note
GST payment for current month Rs 409211,GST Payment
Consumer electronics invoice Rs 372468,B2C
Debit note for freight charges Rs 93941,Debit Note
Monthly GST tax payment Rs 227420,GST Payment
Walk-in customer invoice Rs 116955,B2C
Wholesale supply to Flipkart Rs 17892,B2B
GST liability payment Rs 284464,GST Payment
Raw material imported from South Korea Rs 239865,Import
Retail customer purchase bill Rs 466440,B2C
Monthly GST tax payment Rs 147025,GST Payment
GST refund from department Rs 169067,GST Refund
Consumer electronics invoice Rs 315213,B2C
Wholesale supply to Tata Steel Rs 359991,B2B
Supply of goods to Tech Mahindra Rs 108188,B2B
GST deposited through bank Rs 356379,GST Payment
Hardware purchase from South Korea Rs 442506,Import
Healthcare exempt supply Rs 315052,Exempt Supply
Legal service under reverse charge Rs 453909,Reverse Charge
Debit note for freight charges Rs 309759,Debit Note
School tuition fees Rs 120625,Exempt Supply
Customer return credit note Rs 384984,Credit Note
Consumer electronics invoice Rs 374790,B2C
Debit note for freight charges Rs 376282,Debit Note
Refund received under GST Rs 341843,GST Refund
GST payment challan Rs 206813,GST Payment
Director remuneration Rs 175659,Reverse Charge
Customer return credit note Rs 291378,Credit Note
GTA transport service Rs 392866,Reverse Charge
IT support service to South Korea Rs 449131,Export
GST refund received Rs 487263,GST Refund
GST liability payment Rs 49675,GST Payment
Supplier debit adjustment Rs 437351,Debit Note
Reverse charge professional service Rs 355934,Reverse Charge
Raw material imported from France Rs 422336,Import
Credit adjustment invoice Rs 285172,Credit Note
Input GST refund Rs 322543,GST Refund
Educational service invoice Rs 123477,Exempt Supply
Import electronics from France Rs 154203,Import
Walk-in customer invoice Rs 105154,B2C
GST refund received Rs 19292,GST Refund
Consumer electronics invoice Rs 110651,B2C
Agricultural produce sale Rs 125675,Exempt Supply
GST invoice raised on XYZ Industries Rs 376678,B2B
Debit note for freight charges Rs 485380,Debit Note
GST liability payment Rs 363993,GST Payment
Consulting invoice to Australia Rs 43927,Export
International client invoice Australia Rs 255087,Export
Debit note against shortage Rs 271057,Debit Note
Import electronics from Singapore Rs 110315,Import
Credit note for cancelled order Rs 441096,Credit Note
Export GST refund Rs 143639,GST Refund
GST liability payment Rs 340745,GST Payment
Healthcare exempt supply Rs 106869,Exempt Supply
Customer return credit note Rs 18893,Credit Note
Advocate service payment Rs 405993,Reverse Charge
Agricultural produce sale Rs 319121,Exempt Supply
Hardware purchase from Japan Rs 151551,Import
Sales return credit note Rs 233366,Credit Note
Credit note issued against damaged goods Rs 291346,Credit Note
Supplier debit adjustment Rs 346526,Debit Note
School tuition fees Rs 170466,Exempt Supply
GST payment for current month Rs 82291,GST Payment
Credit note issued against damaged goods Rs 131149,Credit Note
GST deposited through bank Rs 26331,GST Payment
Educational service invoice Rs 247314,Exempt Supply
Legal service under reverse charge Rs 446624,Reverse Charge
GST liability payment Rs 112333,GST Payment
Debit note for transport expenses Rs 66130,Debit Note
GST refund received Rs 165436,GST Refund
Import electronics from Singapore Rs 254063,Import
Advocate service payment Rs 314418,Reverse Charge
GST payment challan Rs 383078,GST Payment
Credit adjustment invoice Rs 482438,Credit Note
Walk-in customer invoice Rs 220568,B2C
Consulting invoice to UK Rs 397359,Export
Legal service under reverse charge Rs 45136,Reverse Charge
GST payment for current month Rs 60150,GST Payment
School tuition fees Rs 263170,Exempt Supply
GST refund received Rs 149638,GST Refund
Retail customer purchase bill Rs 313425,B2C
Debit note against shortage Rs 58384,Debit Note
Walk-in customer invoice Rs 73573,B2C
Export software service to USA Rs 16424,Export
Raw material imported from Japan Rs 266349,Import
International client invoice Germany Rs 244783,Export
Raw material imported from Australia Rs 32411,Import
IT support service to Canada Rs 33624,Export
Debit note for transport expenses Rs 4222,Debit Note
Wholesale supply to ABC Pvt Ltd Rs 192442,B2B
Retail customer purchase bill Rs 46382,B2C
Educational service invoice Rs 148427,Exempt Supply
Refund received under GST Rs 391986,GST Refund
Cash sale invoice Rs 41757,B2C
Supply of goods to Amazon Rs 179759,B2B
Agricultural produce sale Rs 12477,Exempt Supply
Healthcare exempt supply Rs 391045,Exempt Supply
Retail customer purchase bill Rs 445410,B2C
Advocate service payment Rs 59854,Reverse Charge
GTA transport service Rs 398879,Reverse Charge
Legal service under reverse charge Rs 283460,Reverse Charge
Walk-in customer invoice Rs 192287,B2C
Cash sale invoice Rs 221648,B2C
Invoice to TCS Rs 295965,B2B
GST deposited through bank Rs 254168,GST Payment
Monthly GST tax payment Rs 280691,GST Payment
Debit note for freight charges Rs 320120,Debit Note
Credit note for cancelled order Rs 215830,Credit Note
Input GST refund Rs 189130,GST Refund
Import electronics from Singapore Rs 486834,Import
Export software service to UK Rs 412516,Export
GST liability payment Rs 311719,GST Payment
Mobile phone sale bill Rs 446114,B2C
GST refund from department Rs 478028,GST Refund
GST refund from department Rs 346338,GST Refund
Reverse charge professional service Rs 452951,Reverse Charge
Consumer electronics invoice Rs 135547,B2C
Industrial equipment imported from South Korea Rs 432272,Import
Debit note against shortage Rs 316487,Debit Note
Consulting invoice to China Rs 39564,Export
Mobile phone sale bill Rs 415008,B2C
Debit note for transport expenses Rs 33286,Debit Note
Legal service under reverse charge Rs 259705,Reverse Charge
Refund received under GST Rs 446933,GST Refund
Credit note for cancelled order Rs 71156,Credit Note
Legal service under reverse charge Rs 162537,Reverse Charge
Director remuneration Rs 325484,Reverse Charge
Debit note raised for additional tax Rs 270447,Debit Note
Retail customer purchase bill Rs 122131,B2C
Credit adjustment invoice Rs 365759,Credit Note
Hardware purchase from Australia Rs 43549,Import
Cash sale invoice Rs 136583,B2C
Debit note raised for additional tax Rs 273288,Debit Note
Reverse charge professional service Rs 95520,Reverse Charge
GST deposited through bank Rs 202222,GST Payment
Walk-in customer invoice Rs 477871,B2C
Reverse charge professional service Rs 492329,Reverse Charge
Consulting invoice to South Korea Rs 178634,Export
Supplier debit adjustment Rs 64356,Debit Note
Wholesale supply to TCS Rs 223842,B2B
GST payment challan Rs 456847,GST Payment
Hardware purchase from UK Rs 410244,Import
Debit note for transport expenses Rs 260874,Debit Note
Educational service invoice Rs 30707,Exempt Supply
Input GST refund Rs 388980,GST Refund
Debit note for transport expenses Rs 352726,Debit Note
Raw material imported from South Korea Rs 248343,Import
Cash sale invoice Rs 255126,B2C
Import electronics from China Rs 404382,Import
Customer return credit note Rs 159585,Credit Note
Corporate software license for Accenture Rs 445796,B2B
Monthly GST tax payment Rs 469043,GST Payment
Monthly GST tax payment Rs 107336,GST Payment
School tuition fees Rs 40206,Exempt Supply
Supplier debit adjustment Rs 66748,Debit Note
Consumer electronics invoice Rs 42856,B2C
Credit note for cancelled order Rs 61740,Credit Note
Corporate software license for Tech Mahindra Rs 377980,B2B
Export software service to Singapore Rs 363426,Export
Retail customer purchase bill Rs 19662,B2C
School tuition fees Rs 164991,Exempt Supply
Mobile phone sale bill Rs 384645,B2C
Director remuneration Rs 265368,Reverse Charge
GST invoice raised on Microsoft Rs 26211,B2B
Monthly GST tax payment Rs 368021,GST Payment
Hospital treatment charges Rs 308540,Exempt Supply
Consulting invoice to Germany Rs 197257,Export
Supplier debit adjustment Rs 162410,Debit Note
Hospital treatment charges Rs 233208,Exempt Supply
Consulting invoice to China Rs 159713,Export
Debit note for transport expenses Rs 362342,Debit Note
Credit note issued against damaged goods Rs 111488,Credit Note
Consulting invoice to China Rs 259264,Export
Corporate software license for HCL Rs 359580,B2B
Monthly GST tax payment Rs 352271,GST Payment
Healthcare exempt supply Rs 195647,Exempt Supply
Consumer electronics invoice Rs 342079,B2C
GST payment for current month Rs 379507,GST Payment
Agricultural produce sale Rs 305679,Exempt Supply
Consumer electronics invoice Rs 304237,B2C
Corporate software license for Google Rs 480189,B2B
GST payment challan Rs 10887,GST Payment
Credit adjustment invoice Rs 2471,Credit Note
Mobile phone sale bill Rs 121210,B2C
GST liability payment Rs 408871,GST Payment
Import electronics from South Korea Rs 167057,Import
IT support service to South Korea Rs 246672,Export
GST deposited through bank Rs 37555,GST Payment
School tuition fees Rs 390517,Exempt Supply
Consumer electronics invoice Rs 313973,B2C
Hospital treatment charges Rs 336335,Exempt Supply
Debit note raised for additional tax Rs 329970,Debit Note
School tuition fees Rs 232369,Exempt Supply
Educational service invoice Rs 176532,Exempt Supply
Healthcare exempt supply Rs 384963,Exempt Supply
Export of garments to Australia Rs 394563,Export
Industrial equipment imported from USA Rs 366616,Import
Export GST refund Rs 273326,GST Refund
Consulting invoice to Germany Rs 185181,Export
Hospital treatment charges Rs 95368,Exempt Supply
Wholesale supply to Tech Mahindra Rs 376930,B2B
Legal service under reverse charge Rs 447961,Reverse Charge
Consumer electronics invoice Rs 421620,B2C
Export GST refund Rs 281395,GST Refund
Monthly GST tax payment Rs 228719,GST Payment
Debit note for transport expenses Rs 420576,Debit Note
Export GST refund Rs 354069,GST Refund
Director remuneration Rs 141008,Reverse Charge
Debit note for freight charges Rs 192896,Debit Note
Sales return credit note Rs 246658,Credit Note
Wholesale supply to ABC Pvt Ltd Rs 465307,B2B
Supplier debit adjustment Rs 151142,Debit Note
GST deposited through bank Rs 200549,GST Payment
Wholesale supply to TCS Rs 38956,B2B
Export GST refund Rs 150406,GST Refund
Reverse charge professional service Rs 442414,Reverse Charge
Consulting invoice to France Rs 474981,Export
Import machinery from France Rs 106172,Import
School tuition fees Rs 131747,Exempt Supply
Hospital treatment charges Rs 355101,Exempt Supply
GST refund received Rs 309492,GST Refund
Industrial equipment imported from Japan Rs 134638,Import
GST payment for current month Rs 350606,GST Payment
Director remuneration Rs 122822,Reverse Charge
IT support service to USA Rs 118412,Export
Sales return credit note Rs 140813,Credit Note
Raw material imported from Australia Rs 35367,Import
GST payment challan Rs 188859,GST Payment
Credit note for cancelled order Rs 454070,Credit Note
GTA transport service Rs 295438,Reverse Charge
GST deposited through bank Rs 473097,GST Payment
Agricultural produce sale Rs 253649,Exempt Supply
GST refund received Rs 171584,GST Refund
Sales return credit note Rs 88979,Credit Note
GST refund from department Rs 251456,GST Refund
Hospital treatment charges Rs 468892,Exempt Supply
Consumer electronics invoice Rs 492947,B2C
Invoice to XYZ Industries Rs 498061,B2B
GST payment for current month Rs 54490,GST Payment
GTA transport service Rs 404512,Reverse Charge
Hardware purchase from Singapore Rs 388530,Import
Agricultural produce sale Rs 236354,Exempt Supply
Healthcare exempt supply Rs 425113,Exempt Supply
Credit note issued against damaged goods Rs 411510,Credit Note
Import electronics from France Rs 315419,Import
Debit note for transport expenses Rs 13416,Debit Note
GST invoice raised on HCL Rs 240586,B2B
Import electronics from Japan Rs 349290,Import
Import machinery from Germany Rs 311564,Import
Debit note for transport expenses Rs 130925,Debit Note
GST deposited through bank Rs 67322,GST Payment
Invoice to XYZ Industries Rs 486544,B2B
Import electronics from France Rs 214252,Import
IT support service to UK Rs 52649,Export
Debit note raised for additional tax Rs 331224,Debit Note
Mobile phone sale bill Rs 488352,B2C
Hardware purchase from Australia Rs 460903,Import
Debit note raised for additional tax Rs 398336,Debit Note
GST liability payment Rs 98382,GST Payment
GTA transport service Rs 31479,Reverse Charge
IT support service to China Rs 349466,Export
GST liability payment Rs 155427,GST Payment
Cash sale invoice Rs 117590,B2C
GST refund from department Rs 255390,GST Refund
Hardware purchase from China Rs 140890,Import
Wholesale supply to Infosys Rs 282374,B2B
Debit note for transport expenses Rs 331359,Debit Note
Customer return credit note Rs 6725,Credit Note
GTA transport service Rs 118915,Reverse Charge
Mobile phone sale bill Rs 207673,B2C
Reverse charge professional service Rs 287493,Reverse Charge
Advocate service payment Rs 160572,Reverse Charge
GST payment for current month Rs 430802,GST Payment
