Transaction_Text,Amount,Deductee_Type,TDS_Section,TDS_Rate,TDS_Amount,Net_Payment,Ledger
Goods purchased from vendor,470274,Company,194Q,0.1%,470.27,469803.73,Purchase Expense
Office rent paid,463479,Contractor,194I,10%,46347.9,417131.1,Rent Expense
Building lease payment,210433,Individual,194I,10%,21043.3,189389.7,Rent Expense
Labour charges paid,173280,Firm,194C,1%,1732.8,171547.2,Contractor Expense
Construction work payment,292721,Firm,194C,1%,2927.21,289793.79,Contractor Expense
Commission paid to agent,359168,Firm,194H,5%,17958.4,341209.6,Commission Expense
Bank interest paid,281626,Professional,194A,10%,28162.6,253463.4,Interest Expense
Legal consultancy fees paid,315591,Firm,194J,10%,31559.1,284031.9,Professional Fees
Finance charges paid,215897,Contractor,194A,10%,21589.7,194307.3,Interest Expense
Goods purchased from vendor,381899,Company,194Q,0.1%,381.9,381517.1,Purchase Expense
Raw material purchase made,36116,Firm,194Q,0.1%,36.12,36079.88,Purchase Expense
Property rent paid,10542,Firm,194I,10%,1054.2,9487.8,Rent Expense
Raw material purchase made,331174,Contractor,194Q,0.1%,331.17,330842.83,Purchase Expense
Bank interest paid,203238,Individual,194A,10%,20323.8,182914.2,Interest Expense
Property rent paid,163262,Company,194I,10%,16326.2,146935.8,Rent Expense
Purchase of stock items,438795,Professional,194Q,0.1%,438.8,438356.2,Purchase Expense
Construction work payment,159068,Professional,194C,1%,1590.68,157477.32,Contractor Expense
Warehouse rent paid,88607,Company,194I,10%,8860.7,79746.3,Rent Expense
Shop rent transferred,24179,Professional,194I,10%,2417.9,21761.1,Rent Expense
Building lease payment,435677,Contractor,194I,10%,43567.7,392109.3,Rent Expense
Vendor supply payment,140245,Individual,194Q,0.1%,140.25,140104.75,Purchase Expense
Construction work payment,201068,Individual,194C,1%,2010.68,199057.32,Contractor Expense
Bank interest paid,496124,Professional,194A,10%,49612.4,446511.6,Interest Expense
Interest payment booked,222374,Firm,194A,10%,22237.4,200136.6,Interest Expense
Construction work payment,447506,Firm,194C,1%,4475.06,443030.94,Contractor Expense
Interest payment booked,384101,Individual,194A,10%,38410.1,345690.9,Interest Expense
Commission paid to agent,454350,Individual,194H,5%,22717.5,431632.5,Commission Expense
Vendor supply payment,312691,Individual,194Q,0.1%,312.69,312378.31,Purchase Expense
Legal consultancy fees paid,456734,Contractor,194J,10%,45673.4,411060.6,Professional Fees
Property rent paid,293754,Professional,194I,10%,29375.4,264378.6,Rent Expense
Referral commission paid,388348,Contractor,194H,5%,19417.4,368930.6,Commission Expense
Bulk inventory purchase,224412,Contractor,194Q,0.1%,224.41,224187.59,Purchase Expense
Raw material purchase made,400261,Contractor,194Q,0.1%,400.26,399860.74,Purchase Expense
Shop rent transferred,219408,Company,194I,10%,21940.8,197467.2,Rent Expense
Bulk inventory purchase,467838,Company,194Q,0.1%,467.84,467370.16,Purchase Expense
Doctor consultation fees paid,243464,Individual,194J,10%,24346.4,219117.6,Professional Fees
Construction work payment,73219,Professional,194C,1%,732.19,72486.81,Contractor Expense
Transport charges paid,211890,Professional,194C,1%,2118.9,209771.1,Contractor Expense
Interest on unsecured loan,244418,Individual,194A,10%,24441.8,219976.2,Interest Expense
Agent incentive paid,359258,Professional,194H,5%,17962.9,341295.1,Commission Expense
Audit fees paid,230436,Individual,194J,10%,23043.6,207392.4,Professional Fees
Labour charges paid,489125,Contractor,194C,1%,4891.25,484233.75,Contractor Expense
Finance charges paid,72018,Individual,194A,10%,7201.8,64816.2,Interest Expense
Doctor consultation fees paid,267129,Professional,194J,10%,26712.9,240416.1,Professional Fees
Bank interest paid,445156,Professional,194A,10%,44515.6,400640.4,Interest Expense
Interest paid on loan,427868,Individual,194A,10%,42786.8,385081.2,Interest Expense
Contractor payment made,438113,Company,194C,1%,4381.13,433731.87,Contractor Expense
Construction work payment,382504,Contractor,194C,1%,3825.04,378678.96,Contractor Expense
Legal consultancy fees paid,495868,Professional,194J,10%,49586.8,446281.2,Professional Fees
Vendor supply payment,174068,Individual,194Q,0.1%,174.07,173893.93,Purchase Expense
Goods purchased from vendor,346618,Contractor,194Q,0.1%,346.62,346271.38,Purchase Expense
Interest on unsecured loan,348272,Firm,194A,10%,34827.2,313444.8,Interest Expense
Freight charges paid,356235,Contractor,194C,1%,3562.35,352672.65,Contractor Expense
Warehouse rent paid,472242,Individual,194I,10%,47224.2,425017.8,Rent Expense
Interest paid on loan,273149,Individual,194A,10%,27314.9,245834.1,Interest Expense
Purchase of stock items,29758,Professional,194Q,0.1%,29.76,29728.24,Purchase Expense
Doctor consultation fees paid,485205,Individual,194J,10%,48520.5,436684.5,Professional Fees
Audit fees paid,341585,Individual,194J,10%,34158.5,307426.5,Professional Fees
Doctor consultation fees paid,168475,Contractor,194J,10%,16847.5,151627.5,Professional Fees
Goods purchased from vendor,346886,Company,194Q,0.1%,346.89,346539.11,Purchase Expense
Purchase of stock items,153012,Contractor,194Q,0.1%,153.01,152858.99,Purchase Expense
Doctor consultation fees paid,493016,Firm,194J,10%,49301.6,443714.4,Professional Fees
Building lease payment,59544,Individual,194I,10%,5954.4,53589.6,Rent Expense
Audit fees paid,372663,Firm,194J,10%,37266.3,335396.7,Professional Fees
Raw material purchase made,354147,Professional,194Q,0.1%,354.15,353792.85,Purchase Expense
Property rent paid,138369,Professional,194I,10%,13836.9,124532.1,Rent Expense
Contractor payment made,379605,Company,194C,1%,3796.05,375808.95,Contractor Expense
Doctor consultation fees paid,354454,Company,194J,10%,35445.4,319008.6,Professional Fees
Audit fees paid,97388,Company,194J,10%,9738.8,87649.2,Professional Fees
Sales commission payment,303736,Professional,194H,5%,15186.8,288549.2,Commission Expense
Warehouse rent paid,325613,Individual,194I,10%,32561.3,293051.7,Rent Expense
Construction work payment,107978,Contractor,194C,1%,1079.78,106898.22,Contractor Expense
Construction work payment,68928,Professional,194C,1%,689.28,68238.72,Contractor Expense
Purchase of stock items,188784,Contractor,194Q,0.1%,188.78,188595.22,Purchase Expense
Brokerage charges paid,459351,Firm,194H,5%,22967.55,436383.45,Commission Expense
Raw material purchase made,394354,Individual,194Q,0.1%,394.35,393959.65,Purchase Expense
Purchase of stock items,256114,Company,194Q,0.1%,256.11,255857.89,Purchase Expense
Vendor supply payment,252461,Contractor,194Q,0.1%,252.46,252208.54,Purchase Expense
Legal consultancy fees paid,157412,Company,194J,10%,15741.2,141670.8,Professional Fees
Goods purchased from vendor,412691,Individual,194Q,0.1%,412.69,412278.31,Purchase Expense
Legal consultancy fees paid,209652,Individual,194J,10%,20965.2,188686.8,Professional Fees
Referral commission paid,318771,Firm,194H,5%,15938.55,302832.45,Commission Expense
CA fees paid,354089,Individual,194J,10%,35408.9,318680.1,Professional Fees
Bank interest paid,268065,Firm,194A,10%,26806.5,241258.5,Interest Expense
Bank interest paid,422046,Individual,194A,10%,42204.6,379841.4,Interest Expense
Audit fees paid,494549,Contractor,194J,10%,49454.9,445094.1,Professional Fees
Goods purchased from vendor,213037,Individual,194Q,0.1%,213.04,212823.96,Purchase Expense
Doctor consultation fees paid,331614,Firm,194J,10%,33161.4,298452.6,Professional Fees
Bank interest paid,283657,Individual,194A,10%,28365.7,255291.3,Interest Expense
Labour charges paid,268858,Company,194C,1%,2688.58,266169.42,Contractor Expense
Commission paid to agent,458577,Professional,194H,5%,22928.85,435648.15,Commission Expense
Referral commission paid,369826,Professional,194H,5%,18491.3,351334.7,Commission Expense
Labour charges paid,334754,Individual,194C,1%,3347.54,331406.46,Contractor Expense
Shop rent transferred,489413,Contractor,194I,10%,48941.3,440471.7,Rent Expense
Professional consultancy charges,117122,Contractor,194J,10%,11712.2,105409.8,Professional Fees
Labour charges paid,403219,Firm,194C,1%,4032.19,399186.81,Contractor Expense
Warehouse rent paid,272747,Individual,194I,10%,27274.7,245472.3,Rent Expense
Construction work payment,140942,Company,194C,1%,1409.42,139532.58,Contractor Expense
Interest paid on loan,286017,Contractor,194A,10%,28601.7,257415.3,Interest Expense
Warehouse rent paid,124510,Firm,194I,10%,12451.0,112059.0,Rent Expense
CA fees paid,322854,Professional,194J,10%,32285.4,290568.6,Professional Fees
Interest paid on loan,221929,Contractor,194A,10%,22192.9,199736.1,Interest Expense
Interest on unsecured loan,282661,Company,194A,10%,28266.1,254394.9,Interest Expense
CA fees paid,112466,Professional,194J,10%,11246.6,101219.4,Professional Fees
Construction work payment,244334,Contractor,194C,1%,2443.34,241890.66,Contractor Expense
Building lease payment,307335,Firm,194I,10%,30733.5,276601.5,Rent Expense
Raw material purchase made,88785,Professional,194Q,0.1%,88.78,88696.22,Purchase Expense
Building lease payment,475607,Firm,194I,10%,47560.7,428046.3,Rent Expense
Brokerage charges paid,226649,Professional,194H,5%,11332.45,215316.55,Commission Expense
Freight charges paid,222267,Professional,194C,1%,2222.67,220044.33,Contractor Expense
Building lease payment,485753,Company,194I,10%,48575.3,437177.7,Rent Expense
Legal consultancy fees paid,55491,Contractor,194J,10%,5549.1,49941.9,Professional Fees
Contractor payment made,485040,Individual,194C,1%,4850.4,480189.6,Contractor Expense
Warehouse rent paid,57272,Company,194I,10%,5727.2,51544.8,Rent Expense
Doctor consultation fees paid,364239,Professional,194J,10%,36423.9,327815.1,Professional Fees
Referral commission paid,303574,Professional,194H,5%,15178.7,288395.3,Commission Expense
Labour charges paid,353187,Company,194C,1%,3531.87,349655.13,Contractor Expense
Labour charges paid,468972,Firm,194C,1%,4689.72,464282.28,Contractor Expense
Agent incentive paid,123515,Company,194H,5%,6175.75,117339.25,Commission Expense
Raw material purchase made,109317,Firm,194Q,0.1%,109.32,109207.68,Purchase Expense
Vendor supply payment,117448,Contractor,194Q,0.1%,117.45,117330.55,Purchase Expense
Commission paid to agent,433281,Contractor,194H,5%,21664.05,411616.95,Commission Expense
Construction work payment,143236,Individual,194C,1%,1432.36,141803.64,Contractor Expense
Professional consultancy charges,241089,Firm,194J,10%,24108.9,216980.1,Professional Fees
Sales commission payment,453072,Contractor,194H,5%,22653.6,430418.4,Commission Expense
Labour charges paid,294292,Firm,194C,1%,2942.92,291349.08,Contractor Expense
Commission paid to agent,216018,Firm,194H,5%,10800.9,205217.1,Commission Expense
Office rent paid,492076,Professional,194I,10%,49207.6,442868.4,Rent Expense
Labour charges paid,227268,Professional,194C,1%,2272.68,224995.32,Contractor Expense
Interest paid on loan,196723,Firm,194A,10%,19672.3,177050.7,Interest Expense
Construction work payment,162969,Contractor,194C,1%,1629.69,161339.31,Contractor Expense
Legal consultancy fees paid,35598,Individual,194J,10%,3559.8,32038.2,Professional Fees
Property rent paid,444565,Contractor,194I,10%,44456.5,400108.5,Rent Expense
Interest paid on loan,338029,Company,194A,10%,33802.9,304226.1,Interest Expense
Interest paid on loan,483516,Individual,194A,10%,48351.6,435164.4,Interest Expense
Goods purchased from vendor,456299,Professional,194Q,0.1%,456.3,455842.7,Purchase Expense
Brokerage charges paid,452828,Company,194H,5%,22641.4,430186.6,Commission Expense
Commission paid to agent,175442,Contractor,194H,5%,8772.1,166669.9,Commission Expense
Freight charges paid,194413,Company,194C,1%,1944.13,192468.87,Contractor Expense
Bank interest paid,130761,Contractor,194A,10%,13076.1,117684.9,Interest Expense
Contractor payment made,396768,Individual,194C,1%,3967.68,392800.32,Contractor Expense
CA fees paid,357418,Firm,194J,10%,35741.8,321676.2,Professional Fees
Shop rent transferred,422337,Firm,194I,10%,42233.7,380103.3,Rent Expense
Legal consultancy fees paid,382346,Firm,194J,10%,38234.6,344111.4,Professional Fees
Office rent paid,113840,Firm,194I,10%,11384.0,102456.0,Rent Expense
Warehouse rent paid,165482,Contractor,194I,10%,16548.2,148933.8,Rent Expense
Vendor supply payment,286489,Individual,194Q,0.1%,286.49,286202.51,Purchase Expense
Transport charges paid,458981,Contractor,194C,1%,4589.81,454391.19,Contractor Expense
Commission paid to agent,219377,Company,194H,5%,10968.85,208408.15,Commission Expense
Doctor consultation fees paid,261630,Firm,194J,10%,26163.0,235467.0,Professional Fees
Goods purchased from vendor,346517,Contractor,194Q,0.1%,346.52,346170.48,Purchase Expense
Commission paid to agent,93208,Professional,194H,5%,4660.4,88547.6,Commission Expense
Construction work payment,473910,Individual,194C,1%,4739.1,469170.9,Contractor Expense
Contractor payment made,50282,Professional,194C,1%,502.82,49779.18,Contractor Expense
Doctor consultation fees paid,57687,Individual,194J,10%,5768.7,51918.3,Professional Fees
Vendor supply payment,238527,Firm,194Q,0.1%,238.53,238288.47,Purchase Expense
Building lease payment,499185,Contractor,194I,10%,49918.5,449266.5,Rent Expense
Goods purchased from vendor,136980,Contractor,194Q,0.1%,136.98,136843.02,Purchase Expense
Contractor payment made,281445,Firm,194C,1%,2814.45,278630.55,Contractor Expense
Raw material purchase made,198705,Contractor,194Q,0.1%,198.71,198506.29,Purchase Expense
Purchase of stock items,193435,Company,194Q,0.1%,193.44,193241.56,Purchase Expense
Interest on unsecured loan,251649,Professional,194A,10%,25164.9,226484.1,Interest Expense
Brokerage charges paid,84941,Individual,194H,5%,4247.05,80693.95,Commission Expense
Brokerage charges paid,219609,Professional,194H,5%,10980.45,208628.55,Commission Expense
Audit fees paid,116128,Professional,194J,10%,11612.8,104515.2,Professional Fees
Sales commission payment,149193,Professional,194H,5%,7459.65,141733.35,Commission Expense
Doctor consultation fees paid,409526,Individual,194J,10%,40952.6,368573.4,Professional Fees
Raw material purchase made,83269,Contractor,194Q,0.1%,83.27,83185.73,Purchase Expense
Professional consultancy charges,397973,Firm,194J,10%,39797.3,358175.7,Professional Fees
Sales commission payment,409721,Firm,194H,5%,20486.05,389234.95,Commission Expense
Doctor consultation fees paid,252061,Firm,194J,10%,25206.1,226854.9,Professional Fees
Interest paid on loan,138152,Company,194A,10%,13815.2,124336.8,Interest Expense
Contractor payment made,102517,Contractor,194C,1%,1025.17,101491.83,Contractor Expense
Finance charges paid,346594,Professional,194A,10%,34659.4,311934.6,Interest Expense
Labour charges paid,497441,Firm,194C,1%,4974.41,492466.59,Contractor Expense
Interest payment booked,119178,Company,194A,10%,11917.8,107260.2,Interest Expense
Legal consultancy fees paid,153676,Firm,194J,10%,15367.6,138308.4,Professional Fees
Building lease payment,298193,Firm,194I,10%,29819.3,268373.7,Rent Expense
Contractor payment made,96510,Company,194C,1%,965.1,95544.9,Contractor Expense
Bulk inventory purchase,497235,Professional,194Q,0.1%,497.24,496737.76,Purchase Expense
Agent incentive paid,236798,Company,194H,5%,11839.9,224958.1,Commission Expense
Audit fees paid,253173,Professional,194J,10%,25317.3,227855.7,Professional Fees
Goods purchased from vendor,205657,Individual,194Q,0.1%,205.66,205451.34,Purchase Expense
Warehouse rent paid,472915,Contractor,194I,10%,47291.5,425623.5,Rent Expense
Commission paid to agent,164243,Professional,194H,5%,8212.15,156030.85,Commission Expense
Referral commission paid,280706,Company,194H,5%,14035.3,266670.7,Commission Expense
Sales commission payment,125009,Firm,194H,5%,6250.45,118758.55,Commission Expense
Contractor payment made,170672,Professional,194C,1%,1706.72,168965.28,Contractor Expense
Bank interest paid,212415,Company,194A,10%,21241.5,191173.5,Interest Expense
Bank interest paid,456524,Professional,194A,10%,45652.4,410871.6,Interest Expense
Professional consultancy charges,109898,Contractor,194J,10%,10989.8,98908.2,Professional Fees
