Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Electricity Bill,Electricity Bill,67355,67355,2026-06-15,2026-06-15,REF61224,REF61224,CHQ6797,CHQ6797,Matched
Software Subscription,Unknown Transaction,74028,370140,2026-06-20,2026-06-20,REF49139,REF49139,CHQ8625,CHQ8625,Suspicious
Customer Receipt,Customer Receipt,66074,66074,2026-06-18,2026-06-18,REF51196,REF51196,CHQ8041,CHQ8041,Matched
Office Rent,Office Rent,90376,90371,2026-07-01,2026-07-02,REF39868,REF39868,CHQ7979,CHQ7979,Fuzzy Matched
Electricity Bill,Electricity Bill,46598,46598,2026-06-07,2026-06-08,REF30777,REF30777,CHQ4443,CHQ4443,Fuzzy Matched
Vendor Payment,Vendor Payment,78196,78196,2026-06-26,2026-06-26,REF91804,REF91804,CHQ1962,CHQ1962,Duplicate
Professional Fees,Not Available,69156,0,2026-07-01,2026-07-01,REF60441,NA,CHQ8638,NA,Missing Entry
Bank Charges,Bank Charges,47706,47706,2026-06-13,2026-06-13,REF87029,REF87029,CHQ7675,CHQ7675,Matched
Professional Fees,Unknown Transaction,8996,44980,2026-06-25,2026-06-25,REF85872,REF85872,CHQ9664,CHQ9664,Suspicious
GST Payment,GST Payment,18160,-18160,2026-06-25,2026-06-25,REF19050,REF19050,CHQ8797,CHQ8797,Reversal Entry
Office Rent,Office Rent,32402,32402,2026-06-14,2026-06-14,REF87644,REF87644,CHQ5228,CHQ5228,Matched
Bank Charges,Bank Charges,80590,-80590,2026-06-14,2026-06-14,REF49676,REF49676,CHQ4548,CHQ4548,Reversal Entry
Electricity Bill,Electricity Bill,22352,22352,2026-06-15,2026-06-15,REF24095,REF24095,CHQ9525,CHQ9525,Duplicate
Customer Receipt,Customer Receipt,5486,5486,2026-06-09,2026-06-09,REF61741,REF61741,CHQ9537,CHQ9537,Matched
Customer Receipt,Customer Receipt,55113,55111,2026-06-30,2026-07-01,REF38324,REF38324,CHQ2416,CHQ2416,Fuzzy Matched
Customer Receipt,Customer Receipt,57796,57796,2026-06-09,2026-06-09,REF31769,REF31769,CHQ1109,CHQ1109,Duplicate
Electricity Bill,Electricity Bill,87765,87764,2026-06-06,2026-06-08,REF25443,REF25443,CHQ2052,CHQ2052,Fuzzy Matched
Fuel Expense,Fuel Expense,43430,43430,2026-06-26,2026-06-26,REF85284,REF85284,CHQ8117,CHQ8117,Duplicate
Salary Payment,Salary Payment,78369,-78369,2026-06-13,2026-06-13,REF35154,REF35154,CHQ9917,CHQ9917,Reversal Entry
Professional Fees,Professional Fees,4415,-4415,2026-06-13,2026-06-13,REF99514,REF99514,CHQ7289,CHQ7289,Reversal Entry
Bank Charges,Bank Charges,15495,15493,2026-06-25,2026-06-27,REF46688,REF46688,CHQ9237,CHQ9237,Fuzzy Matched
Bank Charges,Bank Charges,15282,-15282,2026-06-06,2026-06-06,REF20231,REF20231,CHQ1484,CHQ1484,Reversal Entry
Bank Charges,Bank Charges,37812,37812,2026-06-25,2026-06-25,REF86909,REF86909,CHQ1690,CHQ1690,Duplicate
Bank Charges,Bank Charges,17601,17601,2026-06-28,2026-06-28,REF44780,REF44780,CHQ2614,CHQ2614,Matched
Office Rent,Office Rent,7644,-7644,2026-06-05,2026-06-05,REF75883,REF75883,CHQ8329,CHQ8329,Reversal Entry
Customer Receipt,Customer Receipt,64342,64352,2026-06-19,2026-06-20,REF79752,REF79752,CHQ9498,CHQ9498,Fuzzy Matched
Electricity Bill,Electricity Bill,40795,40795,2026-06-15,2026-06-15,REF69294,REF69294,CHQ8939,CHQ8939,Duplicate
Electricity Bill,Electricity Bill,56760,56760,2026-06-15,2026-06-15,REF40582,REF40582,CHQ5792,CHQ5792,Matched
Vendor Payment,Vendor Payment,6812,-6812,2026-06-08,2026-06-08,REF61107,REF61107,CHQ1453,CHQ1453,Reversal Entry
Vendor Payment,Vendor Payment,95442,95442,2026-06-03,2026-06-03,REF86154,REF86154,CHQ5866,CHQ5866,Duplicate
Bank Charges,Bank Charges,66139,-66139,2026-06-17,2026-06-17,REF41626,REF41626,CHQ6108,CHQ6108,Reversal Entry
Vendor Payment,Vendor Payment,43846,43846,2026-06-01,2026-06-01,REF67554,REF67554,CHQ2488,CHQ2488,Matched
Customer Receipt,Unknown Transaction,58545,292725,2026-06-05,2026-06-05,REF59722,REF59722,CHQ4017,CHQ4017,Suspicious
Salary Payment,Salary Payment,58050,58050,2026-06-24,2026-06-24,REF37859,REF37859,CHQ2100,CHQ2100,Duplicate
Bank Charges,Not Available,62245,0,2026-06-09,2026-06-09,REF61392,NA,CHQ9411,NA,Missing Entry
Electricity Bill,Unknown Transaction,96558,289674,2026-06-05,2026-06-05,REF93032,REF93032,CHQ2842,CHQ2842,Suspicious
Customer Receipt,Customer Receipt,98026,98032,2026-06-20,2026-06-23,REF68542,REF68542,CHQ6600,CHQ6600,Fuzzy Matched
Software Subscription,Unknown Transaction,39228,156912,2026-06-10,2026-06-10,REF72250,REF72250,CHQ1775,CHQ1775,Suspicious
Office Rent,Office Rent,96077,96075,2026-06-14,2026-06-16,REF83116,REF83116,CHQ8277,CHQ8277,Fuzzy Matched
Customer Receipt,Customer Receipt,82858,82862,2026-06-04,2026-06-06,REF32433,REF32433,CHQ2625,CHQ2625,Fuzzy Matched
GST Payment,GST Payment,80971,80971,2026-06-03,2026-06-03,REF47231,REF47231,CHQ3181,CHQ3181,Duplicate
Bank Charges,Bank Charges,69841,69841,2026-06-11,2026-06-11,REF37087,REF37087,CHQ8803,CHQ8803,Duplicate
Bank Charges,Bank Charges,5779,-5779,2026-06-19,2026-06-19,REF43448,REF43448,CHQ1295,CHQ1295,Reversal Entry
Salary Payment,Unknown Transaction,74474,223422,2026-06-21,2026-06-21,REF33966,REF33966,CHQ4335,CHQ4335,Suspicious
Professional Fees,Not Available,99057,0,2026-06-27,2026-06-27,REF79810,NA,CHQ5282,NA,Missing Entry
Software Subscription,Software Subscription,77939,77939,2026-06-23,2026-06-23,REF21021,REF21021,CHQ9399,CHQ9399,Matched
Customer Receipt,Unknown Transaction,63777,191331,2026-06-29,2026-06-29,REF27493,REF27493,CHQ5116,CHQ5116,Suspicious
Office Rent,Office Rent,75621,75621,2026-06-22,2026-06-22,REF20023,REF20023,CHQ4481,CHQ4481,Duplicate
Bank Charges,Bank Charges,57471,-57471,2026-06-12,2026-06-12,REF17975,REF17975,CHQ7423,CHQ7423,Reversal Entry
Professional Fees,Professional Fees,17488,-17488,2026-06-02,2026-06-02,REF90694,REF90694,CHQ9848,CHQ9848,Reversal Entry
Bank Charges,Not Available,58007,0,2026-07-01,2026-07-01,REF29648,NA,CHQ8646,NA,Missing Entry
Vendor Payment,Not Available,87448,0,2026-06-20,2026-06-20,REF82537,NA,CHQ7574,NA,Missing Entry
Salary Payment,Salary Payment,23935,23935,2026-06-12,2026-06-12,REF66075,REF66075,CHQ5111,CHQ5111,Matched
Office Rent,Unknown Transaction,40748,122244,2026-06-20,2026-06-20,REF56460,REF56460,CHQ6005,CHQ6005,Suspicious
Software Subscription,Not Available,85738,0,2026-06-14,2026-06-14,REF28083,NA,CHQ7553,NA,Missing Entry
Software Subscription,Software Subscription,18117,18117,2026-06-30,2026-06-30,REF11476,REF11476,CHQ3222,CHQ3222,Duplicate
Electricity Bill,Electricity Bill,49670,49664,2026-06-05,2026-06-08,REF44997,REF44997,CHQ5884,CHQ5884,Fuzzy Matched
Fuel Expense,Fuel Expense,32587,32587,2026-06-18,2026-06-18,REF74986,REF74986,CHQ6171,CHQ6171,Duplicate
Vendor Payment,Vendor Payment,99235,99238,2026-06-11,2026-06-12,REF35055,REF35055,CHQ8518,CHQ8518,Fuzzy Matched
GST Payment,GST Payment,5882,-5882,2026-06-11,2026-06-11,REF32325,REF32325,CHQ6364,CHQ6364,Reversal Entry
Vendor Payment,Vendor Payment,34289,34282,2026-06-18,2026-06-19,REF32770,REF32770,CHQ6238,CHQ6238,Fuzzy Matched
Software Subscription,Software Subscription,97526,97526,2026-06-05,2026-06-05,REF49017,REF49017,CHQ9096,CHQ9096,Duplicate
Vendor Payment,Vendor Payment,55018,55018,2026-06-27,2026-06-27,REF85300,REF85300,CHQ6483,CHQ6483,Matched
Salary Payment,Unknown Transaction,8211,16422,2026-06-05,2026-06-05,REF42987,REF42987,CHQ8855,CHQ8855,Suspicious
Salary Payment,Unknown Transaction,76583,306332,2026-06-21,2026-06-21,REF42046,REF42046,CHQ3500,CHQ3500,Suspicious
Customer Receipt,Unknown Transaction,59012,118024,2026-06-26,2026-06-26,REF52834,REF52834,CHQ5861,CHQ5861,Suspicious
Professional Fees,Unknown Transaction,11295,22590,2026-06-19,2026-06-19,REF66584,REF66584,CHQ6044,CHQ6044,Suspicious
Vendor Payment,Vendor Payment,22258,22261,2026-06-05,2026-06-08,REF96705,REF96705,CHQ4747,CHQ4747,Fuzzy Matched
Software Subscription,Software Subscription,28797,28797,2026-06-30,2026-06-30,REF24457,REF24457,CHQ3847,CHQ3847,Duplicate
Bank Charges,Bank Charges,61002,61002,2026-06-25,2026-06-25,REF49181,REF49181,CHQ3305,CHQ3305,Matched
Customer Receipt,Customer Receipt,45541,45542,2026-06-29,2026-07-02,REF79964,REF79964,CHQ1093,CHQ1093,Fuzzy Matched
GST Payment,GST Payment,10720,10720,2026-06-08,2026-06-08,REF50574,REF50574,CHQ2530,CHQ2530,Matched
Professional Fees,Professional Fees,91275,91275,2026-06-21,2026-06-21,REF36094,REF36094,CHQ3767,CHQ3767,Matched
Fuel Expense,Unknown Transaction,20984,83936,2026-06-01,2026-06-01,REF97998,REF97998,CHQ6133,CHQ6133,Suspicious
Salary Payment,Salary Payment,17550,17550,2026-06-12,2026-06-12,REF46549,REF46549,CHQ9632,CHQ9632,Duplicate
Fuel Expense,Fuel Expense,52036,52036,2026-06-07,2026-06-07,REF56675,REF56675,CHQ9336,CHQ9336,Matched
Fuel Expense,Not Available,2383,0,2026-06-08,2026-06-08,REF94518,NA,CHQ7874,NA,Missing Entry
GST Payment,Not Available,53282,0,2026-06-15,2026-06-15,REF18125,NA,CHQ9750,NA,Missing Entry
GST Payment,GST Payment,67374,67374,2026-06-21,2026-06-21,REF59228,REF59228,CHQ9792,CHQ9792,Duplicate
Software Subscription,Software Subscription,4564,-4564,2026-06-27,2026-06-27,REF47316,REF47316,CHQ1106,CHQ1106,Reversal Entry
Fuel Expense,Not Available,45084,0,2026-06-22,2026-06-22,REF19608,NA,CHQ2029,NA,Missing Entry
Electricity Bill,Not Available,85008,0,2026-06-12,2026-06-12,REF12747,NA,CHQ1754,NA,Missing Entry
Office Rent,Office Rent,80891,80891,2026-06-08,2026-06-08,REF17014,REF17014,CHQ2880,CHQ2880,Matched
Professional Fees,Professional Fees,54221,54221,2026-06-10,2026-06-10,REF25893,REF25893,CHQ4131,CHQ4131,Duplicate
Fuel Expense,Unknown Transaction,5050,20200,2026-06-05,2026-06-05,REF57908,REF57908,CHQ6701,CHQ6701,Suspicious
Vendor Payment,Not Available,58962,0,2026-07-01,2026-07-01,REF80133,NA,CHQ6757,NA,Missing Entry
Office Rent,Office Rent,80488,-80488,2026-06-11,2026-06-11,REF50154,REF50154,CHQ5954,CHQ5954,Reversal Entry
Customer Receipt,Customer Receipt,1634,-1634,2026-06-29,2026-06-29,REF73183,REF73183,CHQ6276,CHQ6276,Reversal Entry
GST Payment,GST Payment,7164,7164,2026-06-21,2026-06-21,REF35293,REF35293,CHQ6410,CHQ6410,Duplicate
Customer Receipt,Customer Receipt,21089,-21089,2026-06-23,2026-06-23,REF28623,REF28623,CHQ7404,CHQ7404,Reversal Entry
Electricity Bill,Electricity Bill,7834,-7834,2026-06-10,2026-06-10,REF21875,REF21875,CHQ4274,CHQ4274,Reversal Entry
Salary Payment,Salary Payment,52366,52363,2026-06-28,2026-06-30,REF45227,REF45227,CHQ3275,CHQ3275,Fuzzy Matched
Software Subscription,Software Subscription,42543,42552,2026-06-29,2026-07-01,REF42528,REF42528,CHQ6968,CHQ6968,Fuzzy Matched
GST Payment,Not Available,4517,0,2026-06-05,2026-06-05,REF87811,NA,CHQ2811,NA,Missing Entry
GST Payment,GST Payment,26410,26410,2026-07-01,2026-07-01,REF61345,REF61345,CHQ6038,CHQ6038,Duplicate
Vendor Payment,Not Available,23444,0,2026-06-28,2026-06-28,REF11884,NA,CHQ1572,NA,Missing Entry
Salary Payment,Salary Payment,17484,-17484,2026-06-01,2026-06-01,REF40501,REF40501,CHQ2827,CHQ2827,Reversal Entry
Professional Fees,Professional Fees,48268,-48268,2026-06-20,2026-06-20,REF61394,REF61394,CHQ8341,CHQ8341,Reversal Entry
Customer Receipt,Not Available,70491,0,2026-06-19,2026-06-19,REF36464,NA,CHQ7153,NA,Missing Entry
GST Payment,Not Available,14962,0,2026-06-23,2026-06-23,REF84269,NA,CHQ1607,NA,Missing Entry
Electricity Bill,Electricity Bill,55541,-55541,2026-06-01,2026-06-01,REF69686,REF69686,CHQ8962,CHQ8962,Reversal Entry
Fuel Expense,Unknown Transaction,78162,390810,2026-06-09,2026-06-09,REF19546,REF19546,CHQ1439,CHQ1439,Suspicious
Professional Fees,Professional Fees,49814,-49814,2026-06-16,2026-06-16,REF27528,REF27528,CHQ6657,CHQ6657,Reversal Entry
Bank Charges,Unknown Transaction,97934,391736,2026-06-05,2026-06-05,REF80664,REF80664,CHQ6320,CHQ6320,Suspicious
Professional Fees,Not Available,30029,0,2026-06-28,2026-06-28,REF68483,NA,CHQ9306,NA,Missing Entry
Office Rent,Not Available,15108,0,2026-06-11,2026-06-11,REF44639,NA,CHQ1192,NA,Missing Entry
Salary Payment,Not Available,3460,0,2026-06-16,2026-06-16,REF80474,NA,CHQ8330,NA,Missing Entry
Software Subscription,Not Available,81489,0,2026-06-26,2026-06-26,REF80502,NA,CHQ3233,NA,Missing Entry
Electricity Bill,Unknown Transaction,47695,238475,2026-06-17,2026-06-17,REF39380,REF39380,CHQ8000,CHQ8000,Suspicious
Professional Fees,Professional Fees,82333,82333,2026-06-23,2026-06-23,REF27860,REF27860,CHQ8835,CHQ8835,Matched
Customer Receipt,Customer Receipt,99125,99134,2026-06-03,2026-06-04,REF77836,REF77836,CHQ3641,CHQ3641,Fuzzy Matched
GST Payment,GST Payment,48620,-48620,2026-06-24,2026-06-24,REF26173,REF26173,CHQ9969,CHQ9969,Reversal Entry
Software Subscription,Not Available,75699,0,2026-06-10,2026-06-10,REF47371,NA,CHQ8474,NA,Missing Entry
Office Rent,Office Rent,93468,93467,2026-06-01,2026-06-03,REF12380,REF12380,CHQ6315,CHQ6315,Fuzzy Matched
Salary Payment,Salary Payment,30022,30023,2026-06-28,2026-06-30,REF46091,REF46091,CHQ9551,CHQ9551,Fuzzy Matched
GST Payment,GST Payment,40535,40535,2026-07-01,2026-07-01,REF53256,REF53256,CHQ6042,CHQ6042,Matched
Bank Charges,Bank Charges,33577,-33577,2026-06-07,2026-06-07,REF48308,REF48308,CHQ5121,CHQ5121,Reversal Entry
Electricity Bill,Electricity Bill,27391,-27391,2026-06-13,2026-06-13,REF97229,REF97229,CHQ8604,CHQ8604,Reversal Entry
Professional Fees,Professional Fees,3680,-3680,2026-06-11,2026-06-11,REF65366,REF65366,CHQ9851,CHQ9851,Reversal Entry
Fuel Expense,Unknown Transaction,13116,39348,2026-06-25,2026-06-25,REF58143,REF58143,CHQ5904,CHQ5904,Suspicious
Fuel Expense,Not Available,5383,0,2026-06-24,2026-06-24,REF90991,NA,CHQ3754,NA,Missing Entry
Office Rent,Office Rent,60253,60255,2026-06-04,2026-06-05,REF98521,REF98521,CHQ3191,CHQ3191,Fuzzy Matched
Vendor Payment,Unknown Transaction,87049,174098,2026-06-16,2026-06-16,REF37324,REF37324,CHQ3591,CHQ3591,Suspicious
Professional Fees,Professional Fees,95688,-95688,2026-06-30,2026-06-30,REF26158,REF26158,CHQ6339,CHQ6339,Reversal Entry
Customer Receipt,Customer Receipt,75354,-75354,2026-06-22,2026-06-22,REF60059,REF60059,CHQ9728,CHQ9728,Reversal Entry
GST Payment,GST Payment,28672,-28672,2026-06-17,2026-06-17,REF33745,REF33745,CHQ6236,CHQ6236,Reversal Entry
Vendor Payment,Vendor Payment,15555,15555,2026-06-12,2026-06-12,REF41404,REF41404,CHQ2636,CHQ2636,Duplicate
Fuel Expense,Fuel Expense,79713,79721,2026-06-05,2026-06-06,REF35110,REF35110,CHQ2950,CHQ2950,Fuzzy Matched
Bank Charges,Bank Charges,9143,9143,2026-06-21,2026-06-21,REF83389,REF83389,CHQ6496,CHQ6496,Matched
Office Rent,Office Rent,96183,96179,2026-06-18,2026-06-19,REF63788,REF63788,CHQ9067,CHQ9067,Fuzzy Matched
Software Subscription,Software Subscription,23229,-23229,2026-06-08,2026-06-08,REF38968,REF38968,CHQ9605,CHQ9605,Reversal Entry
Vendor Payment,Vendor Payment,8795,8795,2026-06-05,2026-06-05,REF77659,REF77659,CHQ7477,CHQ7477,Duplicate
Bank Charges,Bank Charges,77899,77899,2026-06-05,2026-06-05,REF39747,REF39747,CHQ9757,CHQ9757,Duplicate
Salary Payment,Salary Payment,75909,75909,2026-06-08,2026-06-08,REF46810,REF46810,CHQ8414,CHQ8414,Duplicate
Electricity Bill,Electricity Bill,49536,49536,2026-06-03,2026-06-03,REF83772,REF83772,CHQ6741,CHQ6741,Matched
Electricity Bill,Electricity Bill,94881,94881,2026-06-24,2026-06-24,REF14898,REF14898,CHQ3127,CHQ3127,Duplicate
Professional Fees,Unknown Transaction,94662,189324,2026-06-29,2026-06-29,REF49284,REF49284,CHQ5510,CHQ5510,Suspicious
Fuel Expense,Fuel Expense,9223,-9223,2026-06-29,2026-06-29,REF79693,REF79693,CHQ9956,CHQ9956,Reversal Entry
Electricity Bill,Not Available,38495,0,2026-06-30,2026-06-30,REF45746,NA,CHQ9684,NA,Missing Entry
Electricity Bill,Electricity Bill,99640,99632,2026-06-23,2026-06-24,REF55370,REF55370,CHQ3320,CHQ3320,Fuzzy Matched
Vendor Payment,Vendor Payment,5703,5708,2026-06-29,2026-06-30,REF28090,REF28090,CHQ8590,CHQ8590,Fuzzy Matched
Bank Charges,Bank Charges,36549,36549,2026-06-17,2026-06-17,REF16622,REF16622,CHQ3882,CHQ3882,Duplicate
Software Subscription,Software Subscription,27598,27598,2026-06-26,2026-06-26,REF80953,REF80953,CHQ2201,CHQ2201,Duplicate
Vendor Payment,Vendor Payment,18270,18264,2026-06-10,2026-06-12,REF26224,REF26224,CHQ9695,CHQ9695,Fuzzy Matched
Salary Payment,Not Available,68145,0,2026-06-21,2026-06-21,REF11043,NA,CHQ4842,NA,Missing Entry
Office Rent,Office Rent,83719,-83719,2026-06-29,2026-06-29,REF26992,REF26992,CHQ2435,CHQ2435,Reversal Entry
GST Payment,Unknown Transaction,83199,249597,2026-06-27,2026-06-27,REF59444,REF59444,CHQ5714,CHQ5714,Suspicious
Professional Fees,Unknown Transaction,65102,325510,2026-06-05,2026-06-05,REF45156,REF45156,CHQ6861,CHQ6861,Suspicious
Customer Receipt,Not Available,74883,0,2026-06-29,2026-06-29,REF46821,NA,CHQ4602,NA,Missing Entry
Fuel Expense,Fuel Expense,31868,31868,2026-06-20,2026-06-20,REF96265,REF96265,CHQ2348,CHQ2348,Duplicate
Electricity Bill,Electricity Bill,74831,74831,2026-06-16,2026-06-16,REF30975,REF30975,CHQ1824,CHQ1824,Duplicate
Customer Receipt,Customer Receipt,43456,43450,2026-06-10,2026-06-11,REF43190,REF43190,CHQ2056,CHQ2056,Fuzzy Matched
GST Payment,GST Payment,14966,-14966,2026-06-18,2026-06-18,REF42243,REF42243,CHQ5504,CHQ5504,Reversal Entry
Professional Fees,Not Available,95214,0,2026-06-11,2026-06-11,REF44094,NA,CHQ4457,NA,Missing Entry
Electricity Bill,Not Available,18828,0,2026-06-20,2026-06-20,REF23676,NA,CHQ6903,NA,Missing Entry
Electricity Bill,Not Available,18070,0,2026-06-24,2026-06-24,REF36965,NA,CHQ8593,NA,Missing Entry
Customer Receipt,Customer Receipt,30620,-30620,2026-06-18,2026-06-18,REF38958,REF38958,CHQ6212,CHQ6212,Reversal Entry
Salary Payment,Unknown Transaction,84407,337628,2026-06-04,2026-06-04,REF78708,REF78708,CHQ6186,CHQ6186,Suspicious
Customer Receipt,Customer Receipt,76376,76376,2026-06-07,2026-06-07,REF62599,REF62599,CHQ8879,CHQ8879,Matched
Salary Payment,Salary Payment,37882,-37882,2026-06-16,2026-06-16,REF29762,REF29762,CHQ8316,CHQ8316,Reversal Entry
Fuel Expense,Fuel Expense,87924,87924,2026-06-09,2026-06-09,REF59947,REF59947,CHQ2034,CHQ2034,Matched
Vendor Payment,Vendor Payment,34400,34400,2026-06-16,2026-06-16,REF85574,REF85574,CHQ3603,CHQ3603,Duplicate
Salary Payment,Not Available,13855,0,2026-06-05,2026-06-05,REF89440,NA,CHQ4453,NA,Missing Entry
Customer Receipt,Customer Receipt,62021,62021,2026-06-03,2026-06-03,REF87757,REF87757,CHQ3541,CHQ3541,Matched
Office Rent,Not Available,3857,0,2026-06-15,2026-06-15,REF78768,NA,CHQ1958,NA,Missing Entry
Office Rent,Office Rent,70722,-70722,2026-06-09,2026-06-09,REF62260,REF62260,CHQ3899,CHQ3899,Reversal Entry
Salary Payment,Salary Payment,40027,40027,2026-06-10,2026-06-10,REF90765,REF90765,CHQ7748,CHQ7748,Duplicate
Professional Fees,Professional Fees,76703,76706,2026-06-09,2026-06-10,REF95495,REF95495,CHQ1440,CHQ1440,Fuzzy Matched
Bank Charges,Bank Charges,84151,84151,2026-06-29,2026-06-29,REF32925,REF32925,CHQ3824,CHQ3824,Matched
Customer Receipt,Customer Receipt,23432,23432,2026-06-25,2026-06-25,REF44030,REF44030,CHQ9801,CHQ9801,Matched
Electricity Bill,Electricity Bill,26719,26719,2026-06-16,2026-06-16,REF82325,REF82325,CHQ5522,CHQ5522,Duplicate
GST Payment,GST Payment,16914,-16914,2026-06-30,2026-06-30,REF88105,REF88105,CHQ3900,CHQ3900,Reversal Entry
Electricity Bill,Electricity Bill,76003,76003,2026-06-22,2026-06-22,REF43572,REF43572,CHQ6328,CHQ6328,Duplicate
Customer Receipt,Customer Receipt,93587,93582,2026-06-17,2026-06-18,REF82707,REF82707,CHQ4411,CHQ4411,Fuzzy Matched
Office Rent,Office Rent,2959,2959,2026-06-03,2026-06-03,REF88177,REF88177,CHQ5339,CHQ5339,Matched
Office Rent,Unknown Transaction,45770,183080,2026-06-10,2026-06-10,REF99073,REF99073,CHQ2318,CHQ2318,Suspicious
GST Payment,Not Available,37154,0,2026-06-08,2026-06-08,REF59557,NA,CHQ1641,NA,Missing Entry
GST Payment,GST Payment,45128,45128,2026-06-27,2026-06-27,REF76071,REF76071,CHQ8921,CHQ8921,Matched
GST Payment,Not Available,46350,0,2026-06-18,2026-06-18,REF25915,NA,CHQ1150,NA,Missing Entry
Customer Receipt,Customer Receipt,71158,71158,2026-06-14,2026-06-14,REF35939,REF35939,CHQ7246,CHQ7246,Matched
Fuel Expense,Fuel Expense,99583,-99583,2026-06-03,2026-06-03,REF87802,REF87802,CHQ2655,CHQ2655,Reversal Entry
Fuel Expense,Fuel Expense,85324,85332,2026-06-12,2026-06-13,REF25071,REF25071,CHQ7191,CHQ7191,Fuzzy Matched
Vendor Payment,Unknown Transaction,97780,293340,2026-06-05,2026-06-05,REF21631,REF21631,CHQ6244,CHQ6244,Suspicious
Customer Receipt,Customer Receipt,32503,32503,2026-06-19,2026-06-19,REF69014,REF69014,CHQ9737,CHQ9737,Matched
Bank Charges,Bank Charges,72237,72237,2026-06-27,2026-06-27,REF53460,REF53460,CHQ7466,CHQ7466,Matched
Salary Payment,Salary Payment,81851,-81851,2026-06-24,2026-06-24,REF66046,REF66046,CHQ5795,CHQ5795,Reversal Entry
Office Rent,Not Available,24186,0,2026-06-10,2026-06-10,REF75389,NA,CHQ6470,NA,Missing Entry
Bank Charges,Bank Charges,45007,45010,2026-06-08,2026-06-09,REF32512,REF32512,CHQ8603,CHQ8603,Fuzzy Matched
GST Payment,GST Payment,1138,1138,2026-06-24,2026-06-24,REF64280,REF64280,CHQ4745,CHQ4745,Matched
Fuel Expense,Unknown Transaction,82626,165252,2026-06-18,2026-06-18,REF22583,REF22583,CHQ6191,CHQ6191,Suspicious
Vendor Payment,Not Available,83735,0,2026-06-21,2026-06-21,REF61986,NA,CHQ5361,NA,Missing Entry
Office Rent,Office Rent,72432,72432,2026-06-28,2026-06-28,REF27083,REF27083,CHQ2494,CHQ2494,Matched
Office Rent,Office Rent,57414,57424,2026-06-05,2026-06-07,REF53409,REF53409,CHQ9973,CHQ9973,Fuzzy Matched
Salary Payment,Not Available,58886,0,2026-06-09,2026-06-09,REF79207,NA,CHQ8523,NA,Missing Entry
Software Subscription,Software Subscription,2871,2871,2026-06-27,2026-06-27,REF89998,REF89998,CHQ8068,CHQ8068,Matched
Software Subscription,Software Subscription,92253,92253,2026-06-26,2026-06-26,REF44217,REF44217,CHQ7992,CHQ7992,Duplicate
Salary Payment,Not Available,54027,0,2026-06-17,2026-06-17,REF45174,NA,CHQ5369,NA,Missing Entry
Fuel Expense,Fuel Expense,34961,34961,2026-06-14,2026-06-14,REF49783,REF49783,CHQ2101,CHQ2101,Matched
GST Payment,GST Payment,58211,58214,2026-06-02,2026-06-05,REF93578,REF93578,CHQ8030,CHQ8030,Fuzzy Matched
