Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Software Subscription,Software Auto Debit,349685,349685,2026-05-24,2026-05-24,REF739746,REF739746,NA,NA,Matched
Software Subscription,Software Auto Debit,455284,460210,2026-06-28,2026-06-28,REF911232,REF911232,NA,NA,Amount Mismatch
GST Payment,GST Challan,158420,158420,2026-01-18,2026-01-18,REF643711,REF643711,NA,NA,Matched
Travel Expense,Travel Reimbursement,433120,433120,2026-02-07,2026-02-07,REF291752,REF291752,CHQ1193,CHQ1193,Matched
GST Payment,GST Challan,360164,360164,2026-06-24,2026-06-24,REF763883,REF763883,CHQ2673,CHQ2673,Matched
Salary Payment,NEFT Salary Transfer,206775,206775,2026-06-25,2026-06-25,REF397939,REF397939,NA,NA,Matched
Loan EMI,EMI Debit,430130,430130,2026-04-23,2026-04-23,REF668089,REF668089,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,205864,205864,2026-03-28,2026-03-28,REF823894,REF823894,CHQ8693,CHQ8693,Matched
GST Payment,GST Challan,374033,374033,2026-05-05,2026-05-05,REF731245,REF399721,NA,NA,Reference Mismatch
Fuel Expense,Fuel Card Payment,177984,177984,2026-04-04,2026-04-04,REF274136,REF274136,CHQ4141,CHQ4141,Matched
Professional Fees,Consultancy Payment,10996,10996,2026-05-22,2026-05-22,REF515849,REF515849,CHQ3877,CHQ3877,Matched
Insurance Premium,Insurance Debit,411088,411088,2026-05-02,2026-05-02,REF526072,REF526072,NA,NA,Matched
Bank Charges,Bank Service Charge,330614,330614,2026-06-23,2026-06-23,REF476183,REF476183,CHQ4764,CHQ4764,Probable Match
Vendor Payment,Vendor Transfer,55259,55259,2026-06-28,2026-06-28,REF363760,REF363760,NA,NA,Matched
GST Payment,GST Challan,73253,73253,2026-02-28,2026-02-28,REF336200,REF336200,CHQ2798,CHQ2798,Matched
GST Payment,GST Challan,78645,78645,2026-03-12,2026-03-12,REF632724,REF632724,CHQ4794,CHQ4794,Matched
Customer Receipt,Customer Credit,465854,465854,2026-05-17,2026-05-17,REF242626,REF242626,NA,NA,Matched
Customer Receipt,Customer Credit,32613,32613,2026-03-07,2026-03-07,REF353412,REF353412,NA,NA,Matched
Software Subscription,Software Auto Debit,280910,280910,2026-05-08,2026-05-08,REF129359,REF129359,CHQ7483,CHQ7483,Matched
Salary Payment,NEFT Salary Transfer,52143,52143,2026-01-16,2026-01-16,REF358818,REF358818,NA,NA,Matched
Bank Charges,Bank Service Charge,145979,145979,2026-02-08,2026-02-22,REF762830,REF762830,NA,NA,Date Difference
Travel Expense,Travel Reimbursement,194578,194578,2026-04-14,2026-04-14,REF893410,REF893410,CHQ3695,CHQ3695,Matched
Software Subscription,Software Auto Debit,203187,203187,2026-04-24,2026-04-24,REF550603,REF550603,NA,NA,Matched
Electricity Bill,Electricity Payment,432017,432017,2026-01-20,2026-01-20,REF451242,REF451242,NA,NA,Matched
Office Rent,Rent Transfer,62952,62952,2026-06-18,2026-06-18,REF413252,REF413252,CHQ2714,CHQ2714,Matched
Fuel Expense,Fuel Card Payment,36880,36880,2026-06-13,2026-06-13,REF670237,REF670237,NA,NA,Matched
Internet Expense,Internet Payment,212333,212333,2026-02-15,2026-02-15,REF542737,REF542737,CHQ4482,CHQ4482,Matched
Insurance Premium,Insurance Debit,149226,149226,2026-04-23,2026-04-23,REF353930,REF353930,CHQ3229,CHQ3229,Matched
Travel Expense,Travel Reimbursement,124154,124154,2026-04-11,2026-04-11,REF387961,REF387961,CHQ4967,CHQ4967,Matched
Advertising Expense,Marketing Expense,95820,95820,2026-05-03,2026-05-03,REF284329,REF284329,CHQ7867,CHQ7867,Matched
Customer Receipt,Customer Credit,21632,21632,2026-02-23,2026-02-23,REF130510,REF130510,NA,NA,Matched
Office Rent,Rent Transfer,394131,394131,2026-06-21,2026-06-21,REF331042,REF331042,CHQ2904,CHQ6927,Cheque Mismatch
Loan EMI,EMI Debit,466505,466505,2026-03-11,2026-03-11,REF903803,REF903803,CHQ6627,CHQ6627,Matched
Travel Expense,Travel Reimbursement,79777,79777,2026-05-17,2026-05-17,REF380781,REF380781,NA,NA,Matched
Professional Fees,Consultancy Payment,499402,499402,2026-05-06,2026-05-06,REF862601,REF862601,CHQ7240,CHQ7240,Probable Match
Vendor Payment,Vendor Transfer,26474,26474,2026-01-30,2026-01-30,REF124377,REF124377,NA,NA,Matched
Advertising Expense,Marketing Expense,24678,26697,2026-06-30,2026-06-30,REF135297,REF135297,CHQ1229,CHQ1229,Amount Mismatch
Fuel Expense,Fuel Card Payment,349526,349526,2026-05-25,2026-05-25,REF683864,REF205501,NA,NA,Reference Mismatch
Internet Expense,Internet Payment,329608,329608,2026-05-30,2026-05-30,REF651738,REF651738,NA,NA,Unmatched
Vendor Payment,Vendor Transfer,451710,451710,2026-06-20,2026-06-20,REF771202,REF771202,CHQ7172,CHQ7172,Matched
GST Payment,GST Challan,17384,17384,2026-02-03,2026-02-03,REF792674,REF792674,CHQ3626,CHQ3626,Matched
Internet Expense,Internet Payment,337223,337223,2026-04-14,2026-04-14,REF219230,REF219230,CHQ3874,CHQ3874,Matched
Bank Charges,Bank Service Charge,266222,266222,2026-04-30,2026-04-30,REF787775,REF787775,NA,NA,Matched
Insurance Premium,Insurance Debit,166586,166586,2026-05-02,2026-05-02,REF618838,REF892147,NA,NA,Reference Mismatch
Electricity Bill,Electricity Payment,179198,179198,2026-02-27,2026-02-27,REF336337,REF336337,CHQ2043,CHQ2043,Matched
Software Subscription,Software Auto Debit,93593,93593,2026-05-24,2026-05-24,REF622280,REF622280,NA,NA,Matched
Loan EMI,EMI Debit,36283,36283,2026-06-08,2026-06-08,REF131452,REF131452,NA,NA,Probable Match
Vendor Payment,Vendor Transfer,445364,445364,2026-04-23,2026-04-23,REF653460,REF653460,CHQ1836,CHQ1836,Matched
Travel Expense,Travel Reimbursement,52119,52119,2026-05-09,2026-05-09,REF356493,REF356493,CHQ7508,CHQ7508,Probable Match
Travel Expense,Travel Reimbursement,91247,91247,2026-02-21,2026-02-21,REF167864,REF167864,CHQ4890,CHQ4890,Matched
Salary Payment,NEFT Salary Transfer,156144,156144,2026-02-28,2026-02-28,REF623263,REF623263,NA,NA,Matched
Advertising Expense,Marketing Expense,179319,179319,2026-04-06,2026-04-06,REF542104,REF542104,CHQ2607,CHQ2607,Probable Match
Insurance Premium,Insurance Debit,8156,8156,2026-05-10,2026-05-10,REF411526,REF411526,NA,NA,Matched
Travel Expense,Travel Reimbursement,188445,188445,2026-03-11,2026-03-11,REF554636,REF554636,NA,NA,Unmatched
Internet Expense,Internet Payment,229693,229693,2026-01-17,2026-01-17,REF173817,REF173817,CHQ4789,CHQ4789,Matched
Vendor Payment,Vendor Transfer,214363,214363,2026-02-06,2026-02-06,REF636661,REF578236,CHQ6342,CHQ6342,Reference Mismatch
Advertising Expense,Marketing Expense,421369,421369,2026-06-13,2026-06-13,REF113500,REF113500,CHQ7892,CHQ7892,Matched
Advertising Expense,Marketing Expense,341916,341916,2026-01-21,2026-01-21,REF661898,REF661898,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,297215,297215,2026-06-14,2026-06-14,REF694590,REF694590,CHQ7962,CHQ7962,Matched
Advertising Expense,Marketing Expense,14004,14004,2026-02-26,2026-02-26,REF266079,REF266079,NA,NA,Matched
Office Rent,Rent Transfer,341509,341509,2026-06-14,2026-06-14,REF934082,REF934082,NA,NA,Matched
Customer Receipt,Customer Credit,323550,323550,2026-06-06,2026-06-06,REF103621,REF103621,CHQ4547,CHQ4547,Matched
Office Rent,Rent Transfer,356503,356503,2026-03-11,2026-03-11,REF991162,REF991162,CHQ5239,CHQ5239,Matched
Fuel Expense,Fuel Card Payment,357109,357109,2026-05-11,2026-05-11,REF879111,REF879111,CHQ8720,CHQ8720,Matched
Travel Expense,Travel Reimbursement,57549,59832,2026-04-13,2026-04-13,REF346881,REF346881,CHQ9306,CHQ9306,Amount Mismatch
Bank Charges,Bank Service Charge,216483,216483,2026-06-18,2026-06-18,REF400414,REF400414,CHQ5648,CHQ5648,Probable Match
Office Rent,Rent Transfer,243139,243139,2026-04-17,2026-04-17,REF927690,REF927690,CHQ9518,CHQ9518,Matched
Office Rent,Rent Transfer,111637,111637,2026-04-03,2026-04-03,REF991021,REF991021,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,5354,5354,2026-06-07,2026-06-07,REF274915,REF274915,NA,NA,Probable Match
Vendor Payment,Vendor Transfer,427605,427605,2026-05-31,2026-05-31,REF167328,REF167328,NA,NA,Matched
Travel Expense,Travel Reimbursement,338489,338489,2026-01-15,2026-01-20,REF314354,REF314354,NA,NA,Date Difference
Insurance Premium,Insurance Debit,82073,82073,2026-06-19,2026-06-19,REF967026,REF967026,NA,NA,Matched
GST Payment,GST Challan,54020,54020,2026-01-21,2026-02-01,REF848288,REF848288,CHQ9695,CHQ9695,Date Difference
Vendor Payment,Vendor Transfer,463287,463287,2026-03-31,2026-03-31,REF167499,REF167499,NA,NA,Matched
GST Payment,GST Challan,349759,349759,2026-04-06,2026-04-06,REF698069,REF698069,CHQ7465,CHQ8042,Cheque Mismatch
Electricity Bill,Electricity Payment,327739,327739,2026-04-07,2026-04-07,REF817120,REF783927,NA,NA,Reference Mismatch
Travel Expense,Travel Reimbursement,390702,390702,2026-03-25,2026-03-25,REF450258,REF450258,CHQ2342,CHQ2342,Matched
Electricity Bill,Electricity Payment,394572,394572,2026-06-09,2026-06-09,REF734116,REF734116,CHQ2081,CHQ2081,Matched
Software Subscription,Software Auto Debit,132449,132449,2026-01-06,2026-01-06,REF136096,REF136096,CHQ1592,CHQ1592,Probable Match
Travel Expense,Travel Reimbursement,97613,97613,2026-05-28,2026-05-28,REF620022,REF620022,NA,NA,Matched
Insurance Premium,Insurance Debit,441029,441029,2026-05-06,2026-05-06,REF970755,REF327427,CHQ4602,CHQ4602,Reference Mismatch
Internet Expense,Internet Payment,11756,11756,2026-06-05,2026-06-05,REF392110,REF392110,NA,CHQ8397,Cheque Mismatch
Fuel Expense,Fuel Card Payment,244052,244052,2026-03-10,2026-03-10,REF169707,REF563505,CHQ1927,CHQ1927,Reference Mismatch
Vendor Payment,Vendor Transfer,128343,128343,2026-06-18,2026-06-18,REF419713,REF419713,CHQ1924,CHQ1924,Probable Match
Software Subscription,Software Auto Debit,166841,166841,2026-06-30,2026-06-30,REF300602,REF300602,NA,NA,Probable Match
Fuel Expense,Fuel Card Payment,184958,184958,2026-04-30,2026-04-30,REF264712,REF264712,NA,NA,Probable Match
Office Rent,Rent Transfer,239617,239617,2026-05-20,2026-05-20,REF292643,REF885506,NA,NA,Reference Mismatch
Fuel Expense,Fuel Card Payment,42453,42453,2026-05-08,2026-05-08,REF783382,REF783382,CHQ8153,CHQ8153,Matched
Travel Expense,Travel Reimbursement,399432,399432,2026-05-11,2026-05-11,REF778748,REF778748,CHQ2677,CHQ2677,Probable Match
Office Rent,Rent Transfer,231668,231668,2026-03-03,2026-03-03,REF480516,REF480516,CHQ9583,CHQ9583,Matched
Advertising Expense,Marketing Expense,136748,136748,2026-02-24,2026-02-24,REF955498,REF955498,CHQ5935,CHQ5935,Matched
Fuel Expense,Fuel Card Payment,207931,207931,2026-06-22,2026-06-22,REF944532,REF944532,NA,NA,Matched
GST Payment,GST Challan,476412,476412,2026-01-26,2026-01-26,REF239669,REF239669,NA,NA,Matched
Advertising Expense,Marketing Expense,106474,106474,2026-01-28,2026-02-15,REF360368,REF360368,NA,NA,Date Difference
Electricity Bill,Electricity Payment,242892,242892,2026-06-24,2026-06-24,REF461656,REF461656,NA,NA,Matched
Bank Charges,Bank Service Charge,457634,457634,2026-03-21,2026-03-21,REF206032,REF206032,CHQ9162,CHQ4209,Cheque Mismatch
Internet Expense,Internet Payment,428886,428886,2026-04-30,2026-05-14,REF924294,REF924294,NA,NA,Date Difference
Professional Fees,Consultancy Payment,160444,160444,2026-05-06,2026-05-06,REF937559,REF937559,CHQ7920,CHQ7920,Matched
Electricity Bill,Electricity Payment,455931,455931,2026-03-25,2026-03-25,REF914936,REF914936,CHQ7129,CHQ7129,Matched
GST Payment,GST Challan,106350,106350,2026-06-15,2026-06-15,REF965146,REF965146,CHQ4047,CHQ4047,Probable Match
Internet Expense,Internet Payment,435921,435921,2026-05-13,2026-05-24,REF610508,REF610508,NA,NA,Date Difference
Bank Charges,Bank Service Charge,209652,209652,2026-05-14,2026-05-14,REF760759,REF760759,NA,NA,Matched
Internet Expense,Internet Payment,253486,256091,2026-06-12,2026-06-12,REF540566,REF540566,CHQ7445,CHQ7445,Amount Mismatch
GST Payment,GST Challan,198575,198575,2026-03-30,2026-03-30,REF369768,REF369768,CHQ4651,CHQ4651,Matched
Internet Expense,Internet Payment,152466,152466,2026-04-01,2026-04-01,REF652722,REF652722,NA,NA,Matched
GST Payment,GST Challan,39032,39032,2026-03-20,2026-03-20,REF533677,REF533677,CHQ6067,CHQ6067,Probable Match
Advertising Expense,Marketing Expense,225377,225377,2026-04-03,2026-04-03,REF868921,REF294827,CHQ1509,CHQ1509,Reference Mismatch
Fuel Expense,Fuel Card Payment,54954,54954,2026-01-25,2026-01-25,REF179282,REF179282,CHQ2605,CHQ2605,Unmatched
Salary Payment,NEFT Salary Transfer,408257,408257,2026-05-10,2026-05-10,REF241165,REF148155,NA,NA,Reference Mismatch
Loan EMI,EMI Debit,470390,470390,2026-03-28,2026-03-28,REF618240,REF673053,CHQ6137,CHQ6137,Reference Mismatch
Internet Expense,Internet Payment,21384,21384,2026-02-16,2026-02-16,REF269654,REF269654,NA,NA,Matched
Advertising Expense,Marketing Expense,459893,459893,2026-05-13,2026-05-13,REF495927,REF495927,NA,NA,Matched
Travel Expense,Travel Reimbursement,180612,180612,2026-03-08,2026-03-08,REF349726,REF349726,CHQ6051,CHQ6051,Matched
Electricity Bill,Electricity Payment,368338,368338,2026-03-06,2026-03-06,REF957623,REF957623,CHQ5108,CHQ5108,Matched
Customer Receipt,Customer Credit,19485,19485,2026-03-09,2026-03-20,REF928380,REF928380,NA,NA,Date Difference
Internet Expense,Internet Payment,335896,335896,2026-04-30,2026-04-30,REF694358,REF694358,NA,NA,Unmatched
Office Rent,Rent Transfer,144631,144631,2026-04-11,2026-04-11,REF996522,REF996522,CHQ6711,CHQ6711,Matched
Fuel Expense,Fuel Card Payment,420719,420719,2026-05-02,2026-05-02,REF770062,REF770062,NA,NA,Matched
Fuel Expense,Fuel Card Payment,198631,198631,2026-06-13,2026-06-13,REF216972,REF216972,CHQ4270,CHQ4270,Matched
Software Subscription,Software Auto Debit,236501,236501,2026-03-02,2026-03-02,REF352657,REF352657,NA,NA,Matched
Customer Receipt,Customer Credit,164236,164236,2026-02-05,2026-02-05,REF486753,REF486753,CHQ5734,CHQ5734,Probable Match
GST Payment,GST Challan,111413,111413,2026-05-25,2026-05-25,REF934529,REF934529,CHQ2894,CHQ2894,Probable Match
Loan EMI,EMI Debit,223410,223410,2026-01-22,2026-01-22,REF781335,REF781335,CHQ7208,CHQ7208,Matched
Fuel Expense,Fuel Card Payment,428590,428590,2026-01-10,2026-01-10,REF446934,REF446934,CHQ2026,CHQ2026,Matched
Customer Receipt,Customer Credit,102595,102595,2026-01-03,2026-01-03,REF170988,REF170988,CHQ7649,CHQ7649,Matched
Vendor Payment,Vendor Transfer,218444,218444,2026-05-11,2026-05-11,REF449410,REF449410,CHQ2533,CHQ2533,Matched
Bank Charges,Bank Service Charge,337433,337433,2026-03-14,2026-03-14,REF205071,REF205071,CHQ2277,CHQ2277,Matched
Professional Fees,Consultancy Payment,264401,264401,2026-02-01,2026-02-01,REF770042,REF770042,NA,NA,Matched
Fuel Expense,Fuel Card Payment,22297,22297,2026-06-29,2026-06-29,REF180923,REF180923,NA,CHQ8190,Cheque Mismatch
Bank Charges,Bank Service Charge,305123,305769,2026-06-09,2026-06-09,REF650568,REF650568,CHQ7571,CHQ7571,Amount Mismatch
Bank Charges,Bank Service Charge,224761,224761,2026-05-26,2026-05-26,REF544520,REF544520,NA,NA,Probable Match
Electricity Bill,Electricity Payment,155298,155298,2026-01-25,2026-01-25,REF153969,REF153969,CHQ6590,CHQ6590,Matched
Vendor Payment,Vendor Transfer,67986,67986,2026-02-01,2026-02-01,REF390233,REF390233,CHQ6493,CHQ6493,Matched
Customer Receipt,Customer Credit,39249,39249,2026-02-20,2026-02-20,REF436999,REF436999,CHQ2783,CHQ2783,Matched
Insurance Premium,Insurance Debit,79957,79957,2026-04-18,2026-04-18,REF307229,REF307229,CHQ6329,CHQ6329,Probable Match
Bank Charges,Bank Service Charge,492227,492227,2026-05-10,2026-05-10,REF566606,REF566606,CHQ3621,CHQ3621,Matched
Office Rent,Rent Transfer,24973,24973,2026-03-27,2026-03-27,REF768357,REF768357,NA,NA,Matched
Professional Fees,Consultancy Payment,145151,145151,2026-03-28,2026-03-28,REF755862,REF755862,NA,NA,Matched
Bank Charges,Bank Service Charge,106926,106926,2026-03-30,2026-03-30,REF187285,REF772889,NA,NA,Reference Mismatch
Vendor Payment,Vendor Transfer,189588,189588,2026-03-15,2026-03-15,REF718020,REF718020,CHQ6543,CHQ6543,Matched
Insurance Premium,Insurance Debit,36500,36500,2026-01-22,2026-01-22,REF546562,REF546562,NA,NA,Matched
Fuel Expense,Fuel Card Payment,12200,12200,2026-06-13,2026-06-13,REF496548,REF496548,CHQ5041,CHQ5041,Matched
Professional Fees,Consultancy Payment,232393,232393,2026-03-13,2026-03-13,REF786059,REF786059,CHQ5686,CHQ5686,Matched
Advertising Expense,Marketing Expense,428870,428870,2026-06-22,2026-06-22,REF179980,REF179980,CHQ8739,CHQ8739,Matched
Insurance Premium,Insurance Debit,145419,145419,2026-02-04,2026-02-04,REF343295,REF343295,NA,NA,Matched
Internet Expense,Internet Payment,425614,425614,2026-04-28,2026-04-28,REF178094,REF178094,NA,NA,Probable Match
Loan EMI,EMI Debit,441193,441193,2026-06-30,2026-06-30,REF960345,REF960345,CHQ7450,CHQ7450,Probable Match
Professional Fees,Consultancy Payment,224638,224638,2026-05-20,2026-05-20,REF901396,REF901396,CHQ8252,CHQ8252,Probable Match
Customer Receipt,Customer Credit,30660,30660,2026-03-25,2026-03-25,REF878435,REF878435,CHQ8069,CHQ8069,Matched
Software Subscription,Software Auto Debit,331020,331020,2026-05-09,2026-05-09,REF121608,REF121608,CHQ3379,CHQ3379,Matched
Vendor Payment,Vendor Transfer,178430,178430,2026-04-02,2026-04-02,REF726504,REF726504,NA,NA,Matched
Internet Expense,Internet Payment,373775,373775,2026-05-15,2026-05-15,REF537150,REF537150,CHQ5473,CHQ5473,Probable Match
Electricity Bill,Electricity Payment,428516,428516,2026-06-08,2026-06-08,REF584271,REF584271,NA,NA,Matched
Loan EMI,EMI Debit,9881,9881,2026-05-24,2026-05-24,REF893460,REF893460,CHQ5359,CHQ5359,Matched
Loan EMI,EMI Debit,268863,268863,2026-06-25,2026-06-25,REF305530,REF305530,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,425898,425898,2026-02-09,2026-02-09,REF244057,REF244057,CHQ6217,CHQ6217,Matched
Internet Expense,Internet Payment,59132,59132,2026-06-16,2026-06-16,REF720947,REF720947,CHQ2825,CHQ2825,Matched
Loan EMI,EMI Debit,248817,248817,2026-03-25,2026-03-25,REF724484,REF724484,CHQ2312,CHQ2312,Matched
Software Subscription,Software Auto Debit,410004,410004,2026-01-22,2026-01-22,REF978011,REF978011,NA,NA,Matched
Professional Fees,Consultancy Payment,21190,21190,2026-05-02,2026-05-02,REF345807,REF345807,NA,NA,Matched
Fuel Expense,Fuel Card Payment,369130,369130,2026-04-21,2026-04-21,REF673883,REF673883,NA,NA,Matched
Bank Charges,Bank Service Charge,37382,37382,2026-03-09,2026-03-09,REF601852,REF601852,CHQ6118,CHQ6118,Probable Match
GST Payment,GST Challan,361817,361817,2026-04-26,2026-04-26,REF992227,REF992227,CHQ1704,CHQ1704,Matched
GST Payment,GST Challan,165006,165006,2026-03-31,2026-04-20,REF716658,REF716658,NA,NA,Date Difference
Customer Receipt,Customer Credit,459392,459392,2026-02-20,2026-02-20,REF774421,REF774421,CHQ7833,CHQ7833,Matched
Internet Expense,Internet Payment,469528,469528,2026-04-07,2026-04-07,REF274624,REF274624,NA,NA,Matched
Insurance Premium,Insurance Debit,106153,106153,2026-04-01,2026-04-01,REF237657,REF237657,CHQ7924,CHQ7924,Matched
Insurance Premium,Insurance Debit,116503,116503,2026-05-08,2026-05-08,REF268284,REF268284,NA,NA,Matched
Customer Receipt,Customer Credit,10294,10294,2026-06-02,2026-06-02,REF420600,REF420600,CHQ7692,CHQ7692,Matched
Fuel Expense,Fuel Card Payment,493447,493447,2026-05-21,2026-05-21,REF980915,REF980915,CHQ1351,CHQ5551,Cheque Mismatch
Fuel Expense,Fuel Card Payment,342973,342973,2026-05-13,2026-05-13,REF941261,REF941261,NA,NA,Matched
Advertising Expense,Marketing Expense,261704,261704,2026-01-10,2026-01-10,REF900773,REF413028,CHQ6540,CHQ6540,Reference Mismatch
Electricity Bill,Electricity Payment,54258,54258,2026-01-14,2026-01-14,REF302789,REF302789,NA,NA,Matched
Vendor Payment,Vendor Transfer,258340,258340,2026-04-29,2026-04-29,REF928945,REF928945,CHQ3696,CHQ3696,Probable Match
Salary Payment,NEFT Salary Transfer,323733,323733,2026-03-05,2026-03-05,REF321511,REF321511,NA,NA,Matched
Professional Fees,Consultancy Payment,309775,309775,2026-06-27,2026-06-27,REF258048,REF991554,CHQ8114,CHQ8114,Reference Mismatch
Vendor Payment,Vendor Transfer,429699,429699,2026-01-05,2026-01-05,REF480526,REF480526,NA,NA,Probable Match
Internet Expense,Internet Payment,9253,9253,2026-03-18,2026-03-18,REF920822,REF920822,NA,NA,Matched
Office Rent,Rent Transfer,151916,151916,2026-05-11,2026-05-11,REF392890,REF392890,NA,NA,Matched
Professional Fees,Consultancy Payment,400851,400851,2026-04-16,2026-04-16,REF984454,REF736982,CHQ8360,CHQ8360,Reference Mismatch
Advertising Expense,Marketing Expense,293585,293585,2026-01-21,2026-01-21,REF494453,REF494453,CHQ1649,CHQ1649,Matched
Internet Expense,Internet Payment,122055,122055,2026-03-19,2026-03-19,REF440121,REF440121,NA,NA,Matched
