Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_3355,GUARD_10742,Haryana,Shop Act License,Submitted,Yes,Yes,No,198,Low Risk
AGENCY_6611,GUARD_16954,Delhi,Shop Act License,Expired,Yes,Yes,No,117,High Risk
AGENCY_9600,GUARD_29604,Rajasthan,Character Certificate,Expired,No,No,No,215,High Risk
AGENCY_8198,GUARD_10095,Haryana,GST Certificate,Submitted,No,Yes,Yes,94,High Risk
AGENCY_1751,GUARD_78919,Punjab,Shop Act License,Expired,Yes,No,Yes,179,High Risk
AGENCY_2332,GUARD_13218,Rajasthan,Shop Act License,Verified,Yes,No,No,212,High Risk
AGENCY_5475,GUARD_90684,Delhi,Aadhaar Card,Verified,Yes,Yes,No,28,Low Risk
AGENCY_9394,GUARD_76781,Uttar Pradesh,Aadhaar Card,Verified,No,No,No,140,High Risk
AGENCY_8639,GUARD_86784,Punjab,Aadhaar Card,Submitted,No,Yes,Yes,25,High Risk
AGENCY_4174,GUARD_77202,Uttar Pradesh,EPF Registration,Missing,Yes,Yes,No,197,Medium Risk
AGENCY_1509,GUARD_12095,Rajasthan,Medical Fitness,Missing,Yes,Yes,No,305,Medium Risk
AGENCY_3442,GUARD_17847,Haryana,Police Verification,Submitted,No,No,No,182,High Risk
AGENCY_5413,GUARD_64696,Delhi,ESIC Registration,Submitted,No,Yes,No,220,High Risk
AGENCY_6566,GUARD_39938,Punjab,GST Certificate,Missing,No,No,No,120,High Risk
AGENCY_4683,GUARD_26811,Haryana,Employment Contract,Expired,Yes,No,No,5,High Risk
AGENCY_2341,GUARD_94185,Rajasthan,Employment Contract,Expired,Yes,No,No,286,High Risk
AGENCY_3942,GUARD_71737,Punjab,Medical Fitness,Submitted,No,Yes,Yes,356,High Risk
AGENCY_4858,GUARD_88215,Rajasthan,EPF Registration,Missing,No,No,Yes,162,High Risk
AGENCY_4736,GUARD_49587,Uttar Pradesh,Police Verification,Missing,No,No,Yes,267,High Risk
AGENCY_2944,GUARD_49849,Uttar Pradesh,Character Certificate,Missing,No,No,No,71,High Risk
AGENCY_5315,GUARD_68197,Punjab,EPF Registration,Submitted,No,No,Yes,153,High Risk
AGENCY_8769,GUARD_87586,Rajasthan,Police Verification,Submitted,No,No,No,281,High Risk
AGENCY_2874,GUARD_60081,Delhi,Aadhaar Card,Expired,No,No,No,153,High Risk
AGENCY_1772,GUARD_71309,Haryana,Address Proof,Expired,Yes,Yes,No,182,High Risk
AGENCY_6036,GUARD_46327,Rajasthan,Aadhaar Card,Expired,No,Yes,No,145,High Risk
AGENCY_7067,GUARD_98911,Rajasthan,Affidavit,Expired,No,Yes,Yes,269,High Risk
AGENCY_1725,GUARD_69287,Haryana,Shop Act License,Submitted,No,Yes,No,44,High Risk
AGENCY_6199,GUARD_37226,Uttar Pradesh,Shop Act License,Submitted,No,No,Yes,240,High Risk
AGENCY_9381,GUARD_47820,Uttar Pradesh,Character Certificate,Expired,No,Yes,No,63,High Risk
AGENCY_6276,GUARD_27245,Haryana,GST Certificate,Verified,Yes,No,Yes,139,High Risk
AGENCY_8614,GUARD_48285,Delhi,Character Certificate,Verified,Yes,Yes,No,250,Low Risk
AGENCY_2097,GUARD_85385,Haryana,Training Certificate,Submitted,Yes,Yes,Yes,57,Low Risk
AGENCY_7741,GUARD_84563,Punjab,Medical Fitness,Verified,No,Yes,Yes,282,High Risk
AGENCY_4825,GUARD_21896,Haryana,Character Certificate,Verified,No,No,Yes,50,High Risk
AGENCY_4845,GUARD_38338,Haryana,Medical Fitness,Submitted,No,No,Yes,122,High Risk
AGENCY_5668,GUARD_82409,Rajasthan,Shop Act License,Expired,No,Yes,Yes,292,High Risk
AGENCY_2160,GUARD_79034,Delhi,Police Verification,Expired,Yes,Yes,Yes,42,High Risk
AGENCY_6669,GUARD_35969,Punjab,Address Proof,Missing,Yes,No,Yes,15,High Risk
AGENCY_7102,GUARD_39661,Haryana,ESIC Registration,Missing,Yes,No,No,341,High Risk
AGENCY_1625,GUARD_91332,Rajasthan,Training Certificate,Expired,Yes,No,Yes,45,High Risk
AGENCY_6546,GUARD_11946,Delhi,Employment Contract,Expired,No,Yes,Yes,189,High Risk
AGENCY_9850,GUARD_85881,Haryana,Character Certificate,Expired,Yes,Yes,Yes,259,High Risk
AGENCY_4162,GUARD_38333,Rajasthan,Character Certificate,Expired,No,No,No,274,High Risk
AGENCY_6075,GUARD_94861,Punjab,Aadhaar Card,Verified,No,Yes,No,158,High Risk
AGENCY_3346,GUARD_39912,Delhi,Bank Passbook,Missing,No,No,Yes,282,High Risk
AGENCY_4566,GUARD_24484,Uttar Pradesh,PAN Card,Verified,Yes,No,No,327,High Risk
AGENCY_4851,GUARD_29533,Rajasthan,Address Proof,Missing,No,No,Yes,325,High Risk
AGENCY_8574,GUARD_93075,Punjab,Medical Fitness,Verified,No,Yes,Yes,337,High Risk
AGENCY_4978,GUARD_18983,Uttar Pradesh,Police Verification,Verified,No,No,No,200,High Risk
AGENCY_2392,GUARD_63151,Punjab,Employment Contract,Submitted,No,Yes,Yes,322,High Risk
AGENCY_6865,GUARD_70948,Haryana,EPF Registration,Expired,No,No,No,49,High Risk
AGENCY_2525,GUARD_10411,Uttar Pradesh,Affidavit,Expired,Yes,No,No,164,High Risk
AGENCY_1014,GUARD_74923,Rajasthan,Affidavit,Verified,No,Yes,Yes,191,High Risk
AGENCY_7650,GUARD_89116,Rajasthan,Bank Passbook,Verified,Yes,Yes,No,271,Low Risk
AGENCY_3051,GUARD_71720,Haryana,GST Certificate,Submitted,No,No,Yes,253,High Risk
AGENCY_7233,GUARD_25431,Haryana,Affidavit,Missing,Yes,No,Yes,209,High Risk
AGENCY_1770,GUARD_69575,Punjab,Bank Passbook,Verified,Yes,Yes,No,85,Low Risk
AGENCY_1226,GUARD_13631,Punjab,Medical Fitness,Verified,Yes,No,No,173,High Risk
AGENCY_4863,GUARD_16717,Uttar Pradesh,Police Verification,Submitted,No,No,Yes,208,High Risk
AGENCY_7522,GUARD_43631,Haryana,Bank Passbook,Submitted,No,No,Yes,255,High Risk
AGENCY_6426,GUARD_71523,Uttar Pradesh,Medical Fitness,Expired,Yes,No,No,195,High Risk
AGENCY_3627,GUARD_17756,Punjab,Bank Passbook,Submitted,Yes,No,No,229,High Risk
AGENCY_8112,GUARD_85706,Haryana,Affidavit,Expired,No,No,No,353,High Risk
AGENCY_1421,GUARD_79594,Rajasthan,EPF Registration,Submitted,No,No,No,114,High Risk
AGENCY_8944,GUARD_88532,Delhi,Aadhaar Card,Expired,No,No,Yes,55,High Risk
AGENCY_2445,GUARD_10129,Haryana,PAN Card,Submitted,No,Yes,No,303,High Risk
AGENCY_1345,GUARD_12145,Rajasthan,PAN Card,Missing,No,Yes,Yes,19,High Risk
AGENCY_8295,GUARD_16770,Delhi,Aadhaar Card,Verified,Yes,No,Yes,295,High Risk
AGENCY_7626,GUARD_57224,Punjab,Affidavit,Missing,No,Yes,Yes,156,High Risk
AGENCY_9796,GUARD_47447,Haryana,Aadhaar Card,Submitted,No,No,No,287,High Risk
AGENCY_4206,GUARD_40243,Haryana,Shop Act License,Submitted,Yes,No,Yes,286,High Risk
AGENCY_5882,GUARD_90544,Haryana,Training Certificate,Verified,No,No,No,21,High Risk
AGENCY_5482,GUARD_29871,Haryana,Medical Fitness,Submitted,No,No,No,113,High Risk
AGENCY_4289,GUARD_13904,Rajasthan,Aadhaar Card,Submitted,Yes,Yes,No,58,Low Risk
AGENCY_3292,GUARD_26089,Punjab,PAN Card,Submitted,Yes,Yes,No,355,Low Risk
AGENCY_6001,GUARD_37876,Haryana,Affidavit,Expired,No,Yes,No,286,High Risk
AGENCY_9347,GUARD_46168,Haryana,Aadhaar Card,Verified,Yes,Yes,Yes,359,Low Risk
AGENCY_7943,GUARD_50644,Rajasthan,Character Certificate,Expired,No,Yes,Yes,266,High Risk
AGENCY_1064,GUARD_58321,Haryana,Character Certificate,Verified,No,Yes,Yes,196,High Risk
AGENCY_4946,GUARD_28736,Punjab,Address Proof,Submitted,No,Yes,Yes,344,High Risk
AGENCY_7615,GUARD_59142,Uttar Pradesh,Police Verification,Expired,Yes,No,No,262,High Risk
AGENCY_8960,GUARD_70027,Punjab,EPF Registration,Submitted,Yes,No,No,260,High Risk
AGENCY_9884,GUARD_23567,Delhi,Affidavit,Expired,No,No,No,75,High Risk
AGENCY_2637,GUARD_38057,Punjab,Affidavit,Missing,No,No,Yes,171,High Risk
AGENCY_4604,GUARD_51076,Punjab,EPF Registration,Verified,No,Yes,No,358,High Risk
AGENCY_2281,GUARD_14047,Punjab,Shop Act License,Missing,No,No,Yes,30,High Risk
AGENCY_1822,GUARD_60129,Haryana,Training Certificate,Missing,No,Yes,Yes,335,High Risk
AGENCY_4820,GUARD_69160,Punjab,Character Certificate,Missing,No,Yes,Yes,234,High Risk
AGENCY_7050,GUARD_95870,Delhi,Shop Act License,Expired,No,Yes,Yes,103,High Risk
AGENCY_4508,GUARD_26865,Punjab,Address Proof,Expired,Yes,No,Yes,266,High Risk
AGENCY_5634,GUARD_30090,Haryana,Affidavit,Submitted,Yes,Yes,No,241,Low Risk
AGENCY_6253,GUARD_32339,Rajasthan,Shop Act License,Submitted,Yes,No,No,24,High Risk
AGENCY_1609,GUARD_10110,Punjab,ESIC Registration,Expired,Yes,Yes,No,315,High Risk
AGENCY_9202,GUARD_19968,Rajasthan,Shop Act License,Verified,Yes,No,No,66,High Risk
AGENCY_3885,GUARD_29380,Punjab,EPF Registration,Missing,Yes,Yes,Yes,180,Medium Risk
AGENCY_1162,GUARD_70386,Rajasthan,ESIC Registration,Verified,No,Yes,No,46,High Risk
AGENCY_3363,GUARD_12354,Uttar Pradesh,EPF Registration,Verified,Yes,Yes,Yes,232,Low Risk
AGENCY_3854,GUARD_77109,Punjab,Address Proof,Verified,No,No,Yes,362,High Risk
AGENCY_4599,GUARD_57640,Delhi,Police Verification,Submitted,Yes,Yes,Yes,46,Low Risk
AGENCY_5609,GUARD_30571,Haryana,GST Certificate,Missing,No,No,No,185,High Risk
AGENCY_6010,GUARD_40515,Delhi,Training Certificate,Expired,No,No,Yes,202,High Risk
AGENCY_9069,GUARD_21615,Uttar Pradesh,Medical Fitness,Verified,No,Yes,No,269,High Risk
AGENCY_2737,GUARD_53969,Uttar Pradesh,PAN Card,Missing,Yes,Yes,No,205,Medium Risk
AGENCY_4856,GUARD_19292,Punjab,Aadhaar Card,Expired,Yes,Yes,Yes,295,High Risk
AGENCY_9960,GUARD_24674,Rajasthan,Medical Fitness,Submitted,Yes,Yes,No,42,Low Risk
AGENCY_7757,GUARD_85746,Rajasthan,Medical Fitness,Verified,No,Yes,No,8,High Risk
AGENCY_6214,GUARD_87583,Haryana,EPF Registration,Submitted,Yes,No,No,170,High Risk
AGENCY_3300,GUARD_38290,Haryana,Aadhaar Card,Expired,No,Yes,Yes,20,High Risk
AGENCY_8018,GUARD_45506,Uttar Pradesh,Police Verification,Verified,Yes,No,Yes,222,High Risk
AGENCY_9974,GUARD_95402,Uttar Pradesh,Police Verification,Expired,Yes,Yes,No,67,High Risk
AGENCY_1705,GUARD_79949,Punjab,Police Verification,Expired,Yes,No,Yes,312,High Risk
AGENCY_8965,GUARD_70785,Uttar Pradesh,GST Certificate,Verified,Yes,No,No,342,High Risk
AGENCY_3512,GUARD_35970,Punjab,PAN Card,Submitted,Yes,Yes,No,166,Low Risk
AGENCY_2967,GUARD_24609,Rajasthan,Training Certificate,Submitted,No,No,No,56,High Risk
AGENCY_8786,GUARD_63331,Delhi,ESIC Registration,Missing,Yes,No,No,315,High Risk
AGENCY_5810,GUARD_85549,Haryana,Character Certificate,Verified,Yes,No,Yes,349,High Risk
AGENCY_1061,GUARD_17726,Delhi,Bank Passbook,Submitted,No,Yes,No,284,High Risk
AGENCY_7373,GUARD_13011,Delhi,Affidavit,Submitted,Yes,Yes,No,69,Low Risk
AGENCY_7578,GUARD_24281,Delhi,Aadhaar Card,Missing,No,No,Yes,148,High Risk
AGENCY_9939,GUARD_34179,Rajasthan,Address Proof,Verified,Yes,No,Yes,74,High Risk
AGENCY_7725,GUARD_54179,Haryana,Shop Act License,Missing,Yes,Yes,No,301,Medium Risk
AGENCY_7713,GUARD_68110,Rajasthan,Police Verification,Verified,Yes,No,No,245,High Risk
AGENCY_4227,GUARD_32934,Haryana,Medical Fitness,Expired,Yes,No,No,217,High Risk
AGENCY_2301,GUARD_67787,Delhi,GST Certificate,Expired,Yes,Yes,No,159,High Risk
AGENCY_2562,GUARD_20831,Uttar Pradesh,Shop Act License,Submitted,No,Yes,No,18,High Risk
AGENCY_6757,GUARD_50165,Uttar Pradesh,PAN Card,Missing,No,Yes,No,72,High Risk
AGENCY_6387,GUARD_45965,Punjab,GST Certificate,Missing,No,Yes,No,29,High Risk
AGENCY_3630,GUARD_97489,Uttar Pradesh,Medical Fitness,Expired,No,Yes,Yes,290,High Risk
AGENCY_5366,GUARD_22270,Uttar Pradesh,Address Proof,Missing,No,Yes,Yes,36,High Risk
AGENCY_7086,GUARD_90916,Delhi,GST Certificate,Submitted,No,No,Yes,149,High Risk
AGENCY_1443,GUARD_22726,Delhi,Affidavit,Verified,Yes,No,Yes,306,High Risk
AGENCY_6842,GUARD_45292,Rajasthan,Bank Passbook,Verified,Yes,Yes,Yes,249,Low Risk
AGENCY_4294,GUARD_41094,Haryana,GST Certificate,Missing,No,No,No,161,High Risk
AGENCY_1615,GUARD_52315,Haryana,ESIC Registration,Missing,Yes,No,Yes,266,High Risk
AGENCY_5573,GUARD_45448,Rajasthan,Aadhaar Card,Missing,Yes,No,Yes,230,High Risk
AGENCY_1871,GUARD_32537,Rajasthan,Aadhaar Card,Missing,Yes,No,No,70,High Risk
AGENCY_3961,GUARD_70165,Haryana,Medical Fitness,Missing,Yes,Yes,Yes,167,Medium Risk
AGENCY_6296,GUARD_43919,Haryana,Medical Fitness,Missing,Yes,Yes,No,342,Medium Risk
AGENCY_9029,GUARD_66344,Haryana,Medical Fitness,Expired,Yes,No,Yes,77,High Risk
AGENCY_4614,GUARD_68591,Haryana,Aadhaar Card,Submitted,No,No,Yes,126,High Risk
AGENCY_2695,GUARD_72961,Rajasthan,ESIC Registration,Missing,No,No,Yes,118,High Risk
AGENCY_2066,GUARD_23793,Uttar Pradesh,PAN Card,Missing,Yes,No,Yes,107,High Risk
AGENCY_6676,GUARD_80376,Rajasthan,EPF Registration,Missing,Yes,Yes,No,341,Medium Risk
AGENCY_9066,GUARD_58974,Haryana,Employment Contract,Missing,Yes,Yes,Yes,89,Medium Risk
AGENCY_5839,GUARD_58527,Punjab,ESIC Registration,Missing,No,Yes,Yes,315,High Risk
AGENCY_5881,GUARD_21820,Haryana,Affidavit,Verified,Yes,Yes,Yes,78,Low Risk
AGENCY_4592,GUARD_87533,Punjab,Character Certificate,Expired,Yes,Yes,No,286,High Risk
AGENCY_5272,GUARD_79013,Delhi,Bank Passbook,Verified,No,No,Yes,135,High Risk
AGENCY_2316,GUARD_25803,Haryana,Affidavit,Missing,Yes,No,Yes,295,High Risk
AGENCY_5032,GUARD_35489,Haryana,Shop Act License,Submitted,No,Yes,Yes,90,High Risk
AGENCY_6745,GUARD_26323,Rajasthan,Bank Passbook,Verified,No,Yes,No,18,High Risk
AGENCY_3928,GUARD_96303,Rajasthan,EPF Registration,Missing,No,No,Yes,6,High Risk
AGENCY_2838,GUARD_55320,Uttar Pradesh,Affidavit,Verified,Yes,Yes,No,133,Low Risk
AGENCY_6699,GUARD_40687,Uttar Pradesh,EPF Registration,Missing,Yes,No,Yes,235,High Risk
AGENCY_6842,GUARD_37360,Rajasthan,Police Verification,Missing,Yes,Yes,No,200,Medium Risk
AGENCY_8858,GUARD_86286,Punjab,Affidavit,Verified,No,No,No,68,High Risk
AGENCY_1347,GUARD_18664,Rajasthan,Medical Fitness,Verified,Yes,No,Yes,60,High Risk
AGENCY_8989,GUARD_33696,Punjab,Character Certificate,Verified,Yes,No,No,348,High Risk
AGENCY_1813,GUARD_60516,Haryana,Address Proof,Submitted,Yes,No,Yes,65,High Risk
AGENCY_4605,GUARD_92801,Rajasthan,Shop Act License,Verified,No,No,Yes,216,High Risk
AGENCY_8894,GUARD_35938,Delhi,PAN Card,Submitted,No,No,No,165,High Risk
AGENCY_3215,GUARD_89693,Delhi,PAN Card,Verified,No,Yes,Yes,254,High Risk
AGENCY_3475,GUARD_30491,Rajasthan,ESIC Registration,Missing,No,Yes,No,78,High Risk
AGENCY_3553,GUARD_50435,Rajasthan,Employment Contract,Missing,Yes,No,No,218,High Risk
AGENCY_6534,GUARD_93174,Punjab,Affidavit,Expired,No,Yes,Yes,62,High Risk
AGENCY_4109,GUARD_45100,Haryana,GST Certificate,Verified,No,No,No,119,High Risk
AGENCY_8968,GUARD_90804,Punjab,Shop Act License,Submitted,No,No,Yes,185,High Risk
AGENCY_7585,GUARD_49182,Rajasthan,Aadhaar Card,Missing,Yes,Yes,Yes,22,Medium Risk
AGENCY_6940,GUARD_97371,Punjab,ESIC Registration,Verified,No,No,Yes,217,High Risk
AGENCY_1052,GUARD_49298,Rajasthan,Aadhaar Card,Expired,No,No,Yes,200,High Risk
AGENCY_7965,GUARD_39581,Haryana,Aadhaar Card,Submitted,Yes,No,Yes,45,High Risk
AGENCY_4603,GUARD_44876,Uttar Pradesh,PAN Card,Expired,Yes,Yes,No,194,High Risk
AGENCY_3307,GUARD_44544,Delhi,Training Certificate,Expired,Yes,Yes,Yes,305,High Risk
AGENCY_3454,GUARD_53546,Punjab,EPF Registration,Verified,Yes,No,Yes,356,High Risk
AGENCY_8143,GUARD_96986,Uttar Pradesh,Police Verification,Missing,Yes,No,No,99,High Risk
AGENCY_9654,GUARD_42849,Uttar Pradesh,Shop Act License,Submitted,No,No,No,328,High Risk
AGENCY_7507,GUARD_38987,Rajasthan,Address Proof,Missing,No,No,No,276,High Risk
AGENCY_7313,GUARD_40308,Rajasthan,EPF Registration,Submitted,Yes,No,No,164,High Risk
AGENCY_6703,GUARD_92575,Uttar Pradesh,ESIC Registration,Submitted,No,Yes,No,108,High Risk
AGENCY_4952,GUARD_24464,Punjab,Bank Passbook,Expired,Yes,Yes,No,344,High Risk
AGENCY_8429,GUARD_88225,Uttar Pradesh,Police Verification,Verified,No,Yes,Yes,57,High Risk
AGENCY_9153,GUARD_89430,Delhi,Police Verification,Missing,Yes,No,No,318,High Risk
AGENCY_8322,GUARD_64905,Haryana,Character Certificate,Verified,No,Yes,Yes,144,High Risk
AGENCY_5982,GUARD_55221,Delhi,Shop Act License,Submitted,No,Yes,Yes,278,High Risk
AGENCY_7746,GUARD_48878,Punjab,ESIC Registration,Verified,No,No,Yes,163,High Risk
AGENCY_5915,GUARD_12426,Delhi,Employment Contract,Submitted,No,No,Yes,353,High Risk
AGENCY_4163,GUARD_39323,Uttar Pradesh,Affidavit,Submitted,Yes,No,Yes,187,High Risk
AGENCY_5675,GUARD_34986,Rajasthan,Aadhaar Card,Expired,Yes,Yes,Yes,96,High Risk
AGENCY_2227,GUARD_47072,Punjab,Affidavit,Verified,Yes,No,Yes,350,High Risk
AGENCY_7397,GUARD_72392,Delhi,Police Verification,Verified,Yes,Yes,Yes,174,Low Risk
AGENCY_9354,GUARD_72046,Delhi,Aadhaar Card,Expired,Yes,Yes,Yes,132,High Risk
AGENCY_8348,GUARD_17630,Punjab,Police Verification,Submitted,No,No,Yes,262,High Risk
AGENCY_6979,GUARD_50078,Uttar Pradesh,PAN Card,Submitted,Yes,Yes,Yes,308,Low Risk
AGENCY_2012,GUARD_13436,Delhi,Address Proof,Verified,Yes,Yes,No,351,Low Risk
AGENCY_3612,GUARD_88532,Haryana,Police Verification,Missing,No,No,No,125,High Risk
AGENCY_7394,GUARD_47169,Punjab,Aadhaar Card,Verified,No,Yes,No,274,High Risk
AGENCY_4254,GUARD_94223,Rajasthan,Bank Passbook,Submitted,Yes,Yes,No,286,Low Risk
AGENCY_9864,GUARD_36557,Uttar Pradesh,EPF Registration,Missing,Yes,No,No,343,High Risk
AGENCY_9107,GUARD_26584,Punjab,Employment Contract,Verified,Yes,Yes,No,89,Low Risk
AGENCY_2508,GUARD_41833,Uttar Pradesh,PAN Card,Missing,Yes,No,No,316,High Risk
AGENCY_9055,GUARD_79568,Delhi,Training Certificate,Submitted,Yes,Yes,Yes,25,Low Risk
AGENCY_6908,GUARD_97772,Rajasthan,Police Verification,Expired,No,No,Yes,223,High Risk
AGENCY_6556,GUARD_54659,Rajasthan,Training Certificate,Missing,Yes,No,No,204,High Risk
AGENCY_1132,GUARD_74718,Delhi,EPF Registration,Verified,Yes,No,Yes,205,High Risk
AGENCY_8039,GUARD_41995,Punjab,PAN Card,Missing,No,No,No,244,High Risk
AGENCY_2841,GUARD_32218,Delhi,Bank Passbook,Submitted,Yes,Yes,No,68,Low Risk
AGENCY_3635,GUARD_79745,Delhi,GST Certificate,Submitted,Yes,Yes,Yes,274,Low Risk
AGENCY_2353,GUARD_88204,Delhi,EPF Registration,Verified,No,No,Yes,325,High Risk
AGENCY_7171,GUARD_23239,Delhi,GST Certificate,Verified,Yes,Yes,No,140,Low Risk
AGENCY_7965,GUARD_88704,Delhi,Aadhaar Card,Expired,No,Yes,Yes,167,High Risk
AGENCY_8248,GUARD_20782,Haryana,GST Certificate,Missing,No,Yes,Yes,250,High Risk
AGENCY_4153,GUARD_98144,Haryana,Bank Passbook,Submitted,Yes,No,No,16,High Risk
AGENCY_7739,GUARD_74339,Haryana,GST Certificate,Missing,Yes,Yes,No,335,Medium Risk
AGENCY_4927,GUARD_73734,Uttar Pradesh,EPF Registration,Submitted,No,No,No,114,High Risk
AGENCY_1139,GUARD_26105,Haryana,Bank Passbook,Submitted,No,No,Yes,99,High Risk
AGENCY_2421,GUARD_30573,Punjab,Training Certificate,Expired,Yes,No,No,27,High Risk
AGENCY_1407,GUARD_14303,Rajasthan,Shop Act License,Verified,No,No,No,294,High Risk
AGENCY_5459,GUARD_54753,Punjab,Shop Act License,Submitted,Yes,No,Yes,123,High Risk
AGENCY_5881,GUARD_22016,Rajasthan,Character Certificate,Verified,No,No,Yes,69,High Risk
AGENCY_2253,GUARD_94506,Delhi,Character Certificate,Submitted,No,Yes,Yes,303,High Risk
AGENCY_5920,GUARD_53958,Punjab,Training Certificate,Submitted,Yes,Yes,No,244,Low Risk
AGENCY_7223,GUARD_55391,Uttar Pradesh,ESIC Registration,Missing,Yes,Yes,Yes,102,Medium Risk
AGENCY_2340,GUARD_98090,Punjab,ESIC Registration,Missing,No,Yes,No,181,High Risk
AGENCY_6354,GUARD_35774,Uttar Pradesh,PAN Card,Submitted,No,Yes,No,353,High Risk
AGENCY_1600,GUARD_15612,Punjab,Employment Contract,Verified,Yes,Yes,No,247,Low Risk
AGENCY_4517,GUARD_28780,Punjab,ESIC Registration,Expired,Yes,Yes,No,244,High Risk
AGENCY_3936,GUARD_35383,Uttar Pradesh,Address Proof,Submitted,No,No,No,183,High Risk
AGENCY_5638,GUARD_96947,Delhi,Character Certificate,Verified,Yes,Yes,No,203,Low Risk
AGENCY_8450,GUARD_59789,Rajasthan,GST Certificate,Submitted,Yes,No,No,215,High Risk
AGENCY_6586,GUARD_38662,Haryana,Medical Fitness,Submitted,Yes,No,No,261,High Risk
AGENCY_8728,GUARD_98041,Punjab,EPF Registration,Submitted,Yes,No,No,348,High Risk
AGENCY_2434,GUARD_84805,Haryana,EPF Registration,Submitted,Yes,No,No,347,High Risk
AGENCY_4656,GUARD_15868,Rajasthan,Shop Act License,Submitted,Yes,No,No,1,High Risk
AGENCY_4933,GUARD_71737,Delhi,Medical Fitness,Verified,Yes,No,Yes,297,High Risk
AGENCY_5831,GUARD_49093,Uttar Pradesh,EPF Registration,Expired,No,Yes,No,188,High Risk
AGENCY_4080,GUARD_50887,Rajasthan,Aadhaar Card,Missing,No,Yes,No,120,High Risk
AGENCY_3152,GUARD_96516,Delhi,ESIC Registration,Submitted,No,Yes,Yes,47,High Risk
AGENCY_2630,GUARD_50404,Uttar Pradesh,Affidavit,Verified,No,Yes,Yes,162,High Risk
AGENCY_8379,GUARD_82842,Punjab,Shop Act License,Expired,Yes,Yes,No,105,High Risk
AGENCY_6714,GUARD_71112,Haryana,Address Proof,Missing,No,Yes,Yes,285,High Risk
AGENCY_1401,GUARD_47712,Delhi,GST Certificate,Missing,No,No,Yes,94,High Risk
AGENCY_9540,GUARD_18662,Haryana,Character Certificate,Expired,No,Yes,Yes,152,High Risk
AGENCY_9120,GUARD_30603,Uttar Pradesh,Shop Act License,Verified,Yes,Yes,Yes,27,Low Risk
AGENCY_8774,GUARD_88835,Delhi,GST Certificate,Expired,No,No,No,231,High Risk
AGENCY_8504,GUARD_74882,Punjab,Training Certificate,Missing,No,Yes,No,289,High Risk
AGENCY_7288,GUARD_56071,Haryana,PAN Card,Expired,No,Yes,No,139,High Risk
AGENCY_6290,GUARD_66477,Rajasthan,Character Certificate,Verified,No,Yes,No,165,High Risk
AGENCY_4954,GUARD_74168,Haryana,Character Certificate,Missing,Yes,Yes,No,116,Medium Risk
AGENCY_7253,GUARD_64427,Haryana,Address Proof,Verified,No,No,No,332,High Risk
AGENCY_2403,GUARD_73290,Delhi,Affidavit,Missing,Yes,Yes,No,125,Medium Risk
AGENCY_8550,GUARD_12976,Haryana,Police Verification,Missing,Yes,Yes,No,163,Medium Risk
AGENCY_3018,GUARD_97123,Punjab,Aadhaar Card,Missing,Yes,Yes,No,331,Medium Risk
AGENCY_4212,GUARD_42961,Haryana,EPF Registration,Missing,Yes,No,Yes,156,High Risk
AGENCY_5224,GUARD_14435,Rajasthan,Shop Act License,Missing,Yes,Yes,No,173,Medium Risk
AGENCY_1357,GUARD_49601,Haryana,EPF Registration,Missing,No,Yes,No,4,High Risk
AGENCY_1693,GUARD_37230,Rajasthan,ESIC Registration,Expired,Yes,No,Yes,181,High Risk
AGENCY_1040,GUARD_77405,Haryana,PAN Card,Submitted,No,Yes,Yes,118,High Risk
AGENCY_9748,GUARD_90727,Punjab,Training Certificate,Verified,No,Yes,No,295,High Risk
AGENCY_6287,GUARD_63752,Punjab,GST Certificate,Expired,Yes,Yes,Yes,189,High Risk
AGENCY_3844,GUARD_25765,Delhi,Affidavit,Expired,Yes,Yes,Yes,63,High Risk
AGENCY_5551,GUARD_54878,Uttar Pradesh,PAN Card,Submitted,No,No,No,187,High Risk
AGENCY_9345,GUARD_54051,Delhi,Shop Act License,Submitted,Yes,Yes,No,298,Low Risk
AGENCY_3576,GUARD_67554,Rajasthan,GST Certificate,Verified,Yes,Yes,No,320,Low Risk
AGENCY_4024,GUARD_36698,Punjab,Address Proof,Expired,Yes,No,No,152,High Risk
AGENCY_9782,GUARD_61176,Punjab,Bank Passbook,Submitted,Yes,No,No,168,High Risk
AGENCY_7967,GUARD_76532,Haryana,Character Certificate,Missing,Yes,Yes,Yes,151,Medium Risk
AGENCY_4911,GUARD_21348,Punjab,Medical Fitness,Submitted,Yes,Yes,Yes,276,Low Risk
AGENCY_4612,GUARD_48054,Punjab,Affidavit,Submitted,Yes,Yes,Yes,56,Low Risk
AGENCY_3658,GUARD_23326,Haryana,Bank Passbook,Expired,No,Yes,No,46,High Risk
AGENCY_3887,GUARD_66780,Haryana,Medical Fitness,Expired,Yes,Yes,No,221,High Risk
AGENCY_8436,GUARD_64753,Delhi,Character Certificate,Missing,No,Yes,No,292,High Risk
AGENCY_4371,GUARD_60219,Haryana,Bank Passbook,Missing,Yes,No,Yes,202,High Risk
AGENCY_4682,GUARD_44530,Haryana,EPF Registration,Verified,No,No,Yes,40,High Risk
AGENCY_6837,GUARD_91208,Haryana,Character Certificate,Verified,Yes,No,No,191,High Risk
